userid,board_size,condition,board_type,solved_correct,validated_correct,timeSolution,timeValidation,actionsSolution,actionsValidation,timestamp
add19564,10,full,medium,FALSE,FALSE,58402,18144,6,4,1.55619E+12
89f1b5fa,10,full,easy,FALSE,FALSE,17115,5090,1,0,1.5562E+12
c1c1b631,10,full,medium,FALSE,FALSE,26250,8475,2,0,1.5562E+12
7de43001,10,full,easy,FALSE,FALSE,20351,9567,12,10,1.55636E+12
7de43001,10,full,medium,FALSE,FALSE,19567,7826,0,2,1.55636E+12
abf49034,10,full,easy,FALSE,FALSE,530100,98533,58,6,1.55639E+12
abf49034,10,full,medium,FALSE,FALSE,56577,22210,8,4,1.55639E+12
cae491b8,10,full,medium,FALSE,FALSE,142734,184821,15,39,1.55639E+12
cae491b8,10,full,easy,FALSE,FALSE,183876,94207,25,34,1.55639E+12
f0a49b48,10,full,medium,FALSE,FALSE,344799,28043,115,0,1.55639E+12
f0a49b48,10,full,easy,FALSE,FALSE,725160,37118,110,8,1.55639E+12
7fc54d9f,10,full,medium,FALSE,FALSE,103601,30695,24,5,1.55644E+12
7fc54d9f,10,full,easy,FALSE,FALSE,95897,21091,5,4,1.55644E+12
68d58c27,10,full,medium,FALSE,FALSE,577500,92315,16,4,1.55645E+12
68d58c27,10,full,easy,FALSE,FALSE,412129,47457,25,5,1.55645E+12
6ff58f88,10,full,medium,FALSE,FALSE,183329,27652,38,4,1.55645E+12
6ff58f88,10,full,easy,FALSE,FALSE,202706,35565,9,6,1.55645E+12
13c591df,10,full,easy,FALSE,FALSE,124414,35222,24,3,1.55645E+12
13c591df,10,full,medium,FALSE,FALSE,84912,12150,13,3,1.55645E+12
5cd599e9,10,full,medium,FALSE,FALSE,338567,16523,136,0,1.55645E+12
cdb59e2c,10,full,easy,FALSE,FALSE,46626,16566,16,0,1.55646E+12
cdb59e2c,10,full,medium,FALSE,FALSE,31070,786,7,0,1.55646E+12
8ba5cd3b,10,full,medium,FALSE,FALSE,566897,63074,73,3,1.55647E+12
8ba5cd3b,10,full,easy,FALSE,FALSE,583387,159646,86,18,1.55647E+12
bdc5d97d,10,full,medium,FALSE,FALSE,603484,143830,84,32,1.55647E+12
bdc5d97d,10,full,easy,FALSE,FALSE,602646,186787,109,32,1.55647E+12
aee5dcd0,10,full,easy,FALSE,FALSE,506592,114530,50,10,1.55647E+12
aee5dcd0,10,full,medium,FALSE,FALSE,192487,12183,23,2,1.55647E+12
65c627ab,10,full,medium,FALSE,FALSE,606242,84744,93,5,1.55649E+12
65c627ab,10,full,easy,FALSE,TRUE,343333,38191,43,5,1.55649E+12
1ff6b9aa,10,full,medium,FALSE,FALSE,81191,30643,14,3,1.55653E+12
1ff6b9aa,10,full,easy,FALSE,FALSE,191557,16889,27,3,1.55653E+12
63a83b35,10,full,medium,FALSE,FALSE,602201,99355,54,6,1.55663E+12
63a83b35,10,full,easy,FALSE,FALSE,362403,52203,28,5,1.55663E+12
c5a871f3,10,full,easy,FALSE,FALSE,349031,151118,42,11,1.55664E+12
c5a871f3,10,full,medium,FALSE,FALSE,74460,16346,6,5,1.55664E+12
c2c8a132,10,full,easy,FALSE,FALSE,576589,90482,41,5,1.55666E+12
c2c8a132,10,full,medium,FALSE,FALSE,301816,136044,12,10,1.55666E+12
5aba7ce3,10,full,medium,FALSE,FALSE,361064,63646,36,3,1.55677E+12
5aba7ce3,10,full,easy,FALSE,FALSE,630441,28598,73,3,1.55678E+12
89ed66a3,10,full,medium,FALSE,FALSE,89253,17813,13,2,1.55697E+12
89ed66a3,10,full,easy,FALSE,FALSE,497901,22992,46,3,1.55697E+12
37fde784,10,full,easy,TRUE,TRUE,381622,98917,13,5,1.557E+12
37fde784,10,full,medium,TRUE,TRUE,398024,20947,64,2,1.557E+12
fbcf021f,10,full,easy,TRUE,TRUE,254057,50835,28,4,1.55707E+12
fbcf021f,10,full,medium,TRUE,TRUE,129092,28716,15,4,1.55707E+12
5ac15488,10,full,medium,FALSE,FALSE,605105,75225,84,2,1.55716E+12
5ac15488,10,full,easy,TRUE,TRUE,351651,51303,54,4,1.55716E+12
5ab16a65,10,full,medium,FALSE,FALSE,158403,96022,16,15,1.55716E+12
5ab16a65,10,full,easy,FALSE,FALSE,128177,18511,17,3,1.55716E+12
cac3e8d2,10,full,medium,FALSE,FALSE,58472,42131,10,2,1.55733E+12
cac3e8d2,10,full,easy,FALSE,FALSE,139929,4835,16,0,1.55733E+12
55b92100,10,full,easy,FALSE,FALSE,601631,188925,141,52,1.55767E+12
55b92100,10,full,medium,FALSE,FALSE,222662,255883,34,0,1.55767E+12
90e93c52,10,full,easy,FALSE,FALSE,407570,65284,21,6,1.55768E+12
90e93c52,10,full,medium,TRUE,FALSE,563361,85547,18,5,1.55768E+12
4eeb816e,10,full,medium,FALSE,FALSE,164326,23347,22,3,1.55782E+12
4eeb816e,10,full,easy,FALSE,FALSE,40068,10318,1,3,1.55782E+12
83cba0db,10,full,medium,FALSE,FALSE,434301,45972,31,3,1.55783E+12
4ebba17b,10,full,medium,FALSE,TRUE,431711,77654,45,8,1.55783E+12
4ebba17b,10,full,easy,FALSE,TRUE,218496,44594,15,6,1.55783E+12
83cba0db,10,full,easy,FALSE,FALSE,518995,9821,52,0,1.55783E+12
5ead214c,10,full,easy,FALSE,FALSE,260116,2782,44,0,1.55793E+12
5ead214c,10,full,medium,TRUE,FALSE,7784,3292,0,0,1.55793E+12
ceed4240,10,full,easy,TRUE,FALSE,156157,83546,34,23,1.55794E+12
ceed4240,10,full,medium,TRUE,FALSE,148710,27115,33,6,1.55794E+12
1ccd45c0,10,full,medium,TRUE,FALSE,127857,6794,28,3,1.55794E+12
1ccd45c0,10,full,easy,TRUE,FALSE,62748,33614,14,15,1.55794E+12
15b2249e,10,full,medium,FALSE,FALSE,94034,18913,8,0,1.55819E+12
1df22596,6,pruned,easy,TRUE,TRUE,89862,32067,7,3,1.55819E+12
9cf22841,6,pruned,easy,FALSE,FALSE,275932,99550,33,0,1.55819E+12
aca229a6,10,full,easy,FALSE,FALSE,571463,106651,115,0,1.5582E+12
d5b22aaa,10,full,easy,FALSE,FALSE,569102,66395,115,0,1.5582E+12
c5e22eb3,10,full,hard,TRUE,TRUE,60857,54013,15,7,1.5582E+12
ecb22d03,10,full,hard,TRUE,TRUE,288423,48530,56,5,1.5582E+12
8bc22e79,10,full,easy,TRUE,TRUE,370925,17325,70,4,1.5582E+12
2bd232b2,10,full,hard,FALSE,FALSE,57634,34415,11,0,1.5582E+12
9ad23291,6,full,easy,TRUE,TRUE,143775,52206,21,8,1.5582E+12
16a2336c,6,pruned,easy,TRUE,FALSE,63490,6192,9,0,1.5582E+12
fed230fb,10,pruned,easy,FALSE,FALSE,106694,49870,12,0,1.5582E+12
5ee23430,6,pruned,easy,TRUE,TRUE,341929,17409,80,3,1.5582E+12
59f235f8,10,pruned,easy,TRUE,TRUE,112155,28632,7,3,1.5582E+12
bbc23545,6,full,easy,FALSE,FALSE,355643,39594,43,0,1.5582E+12
69f239f6,6,pruned,easy,FALSE,FALSE,207579,187940,28,0,1.5582E+12
39a23ae7,10,full,easy,TRUE,FALSE,603083,172845,67,10,1.5582E+12
f7b241ec,10,pruned,easy,TRUE,TRUE,83469,44699,6,3,1.5582E+12
f7e242af,10,pruned,easy,FALSE,FALSE,45691,20240,35,0,1.5582E+12
7af24207,6,full,easy,TRUE,FALSE,558838,97870,116,16,1.5582E+12
4bb243a6,10,full,hard,TRUE,FALSE,277207,57969,41,6,1.5582E+12
caa248ea,6,full,easy,FALSE,FALSE,27200,13552,4,0,1.5582E+12
fbc2482b,6,full,easy,TRUE,TRUE,140772,49941,13,4,1.5582E+12
dec24cb0,10,full,easy,FALSE,FALSE,573446,71582,69,0,1.5582E+12
bdf2527a,10,full,medium,TRUE,FALSE,214456,44923,23,4,1.55821E+12
b6b25181,10,full,easy,FALSE,FALSE,603183,36702,35,0,1.55821E+12
bac25238,10,full,hard,TRUE,TRUE,316126,102414,35,10,1.55821E+12
12e436f0,10,full,easy,FALSE,FALSE,44840,13825,6,0,1.55931E+12
b1b436f6,6,pruned,easy,FALSE,FALSE,165726,13299,38,0,1.55931E+12
11f436f2,10,pruned,easy,TRUE,TRUE,78745,40874,6,3,1.55931E+12
3ea43816,10,pruned,hard,TRUE,TRUE,71088,20882,10,4,1.55931E+12
51b4380a,10,pruned,hard,TRUE,FALSE,38207,76315,9,8,1.55931E+12
15d436ec,6,pruned,easy,TRUE,FALSE,321201,57877,9,3,1.55931E+12
10d437bd,10,full,hard,FALSE,FALSE,261158,50332,12,0,1.55931E+12
61d43874,10,full,medium,FALSE,FALSE,54530,42312,8,0,1.55931E+12
bddeba5e,6,full,hard,FALSE,FALSE,7057,2327,7,0,1.56197E+12
51aebd91,6,full,easy,TRUE,TRUE,11536,5856,8,4,1.56197E+12
57aedfe7,10,full,hard,FALSE,FALSE,129266,32962,8,0,1.56198E+12
c5bee0d6,10,full,medium,FALSE,FALSE,86672,13094,15,0,1.56198E+12
6fcee175,10,pruned,easy,TRUE,TRUE,36311,22272,6,3,1.56198E+12
44eedf0e,6,full,easy,FALSE,FALSE,514471,20830,50,0,1.56198E+12
2abedf01,10,full,hard,TRUE,FALSE,498628,39433,46,4,1.56198E+12
b6bee067,6,full,easy,FALSE,FALSE,66809,33571,6,0,1.56198E+12
2ecee330,6,full,easy,TRUE,TRUE,219005,40992,24,9,1.56198E+12
43fee258,10,pruned,easy,FALSE,FALSE,557664,14732,1,0,1.56198E+12
66eee342,10,pruned,easy,TRUE,TRUE,544724,30051,134,3,1.56198E+12
64bee4d9,10,full,easy,FALSE,FALSE,219585,87689,4,0,1.56198E+12
abeedf8b,10,pruned,hard,TRUE,TRUE,99743,44500,2,5,1.56198E+12
66aee800,10,full,easy,FALSE,FALSE,95092,32037,22,0,1.56198E+12
efcee9b9,10,full,easy,TRUE,FALSE,119148,78327,17,34,1.56198E+12
71beed42,6,pruned,easy,TRUE,TRUE,195768,12725,17,3,1.56198E+12
aabeec31,10,full,hard,TRUE,FALSE,109722,180284,4,0,1.56198E+12
39eeed89,10,pruned,easy,FALSE,FALSE,247459,62241,36,0,1.56198E+12
f4beefc5,6,full,easy,TRUE,FALSE,161767,79302,12,4,1.56198E+12
83aeef63,10,pruned,easy,TRUE,TRUE,387734,30178,33,3,1.56198E+12
1feef0c1,10,pruned,easy,TRUE,TRUE,134778,27768,21,3,1.56198E+12
f5def218,6,full,easy,TRUE,TRUE,364700,74601,33,8,1.56198E+12
c7eefab1,10,full,easy,FALSE,FALSE,131538,37954,16,0,1.56198E+12
b5eefb3b,10,full,easy,FALSE,FALSE,75050,33107,10,0,1.56198E+12
abcefbdf,10,pruned,medium,FALSE,FALSE,160235,42454,4,0,1.56198E+12
fcfefd95,10,full,easy,TRUE,FALSE,124915,75400,8,3,1.56198E+12
97af0065,10,full,hard,FALSE,FALSE,55355,17949,3,0,1.56199E+12
32bf008f,6,pruned,easy,TRUE,TRUE,114646,22843,16,3,1.56199E+12
97aefe1f,10,pruned,medium,TRUE,TRUE,84772,64174,14,8,1.56199E+12
98ef1a30,10,full,medium,FALSE,FALSE,96275,39861,16,0,1.56199E+12
feef235a,10,full,easy,FALSE,FALSE,493648,33231,93,0,1.56199E+12
a0a14678,10,pruned,hard,FALSE,FALSE,134507,33074,36,0,1.56207E+12
fab14685,10,pruned,hard,TRUE,TRUE,114599,45800,8,4,1.56207E+12
b5b1466a,6,full,easy,TRUE,FALSE,311922,55204,53,4,1.56207E+12
8ec146c8,10,pruned,easy,TRUE,TRUE,167791,57030,16,4,1.56207E+12
50b147cb,10,full,medium,FALSE,FALSE,104668,71856,4,0,1.56207E+12
57f14696,10,full,easy,FALSE,FALSE,351858,42496,32,0,1.56207E+12
11a14803,10,pruned,hard,TRUE,TRUE,82890,23604,2,4,1.56207E+12
63a146c7,10,full,medium,FALSE,FALSE,230844,35704,33,0,1.56207E+12
2ae147be,6,full,easy,TRUE,FALSE,177714,49875,7,4,1.56207E+12
f3b14830,10,pruned,easy,TRUE,TRUE,145332,35805,23,3,1.56207E+12
98e146a8,10,full,hard,FALSE,FALSE,36736,12581,131,0,1.56207E+12
f5c147ff,10,full,hard,FALSE,FALSE,133401,77466,4,0,1.56207E+12
a1c14b65,10,full,easy,FALSE,FALSE,2146,21166,1,0,1.56207E+12
ffa14b05,10,pruned,medium,FALSE,FALSE,89620,5838,83,0,1.56207E+12
74b149ab,10,full,medium,FALSE,FALSE,70011,73582,5,0,1.56207E+12
8bb14a06,10,pruned,medium,FALSE,FALSE,182019,65415,6,0,1.56207E+12
45b146b0,10,full,hard,FALSE,FALSE,235968,176050,36,0,1.56207E+12
5eb14b17,10,full,medium,TRUE,FALSE,229311,45877,41,3,1.56207E+12
32e14a26,10,full,hard,FALSE,FALSE,181673,46027,30,0,1.56207E+12
dbb14c32,6,pruned,easy,FALSE,FALSE,79661,16161,8,0,1.56207E+12
82e14880,10,full,medium,FALSE,FALSE,515976,28059,29,0,1.56207E+12
e0b14a0b,10,full,medium,FALSE,FALSE,516014,98110,61,0,1.56207E+12
c4c14ee4,10,full,easy,FALSE,FALSE,116859,20022,16,0,1.56207E+12
56b1504d,10,pruned,medium,TRUE,FALSE,36553,6746,4,0,1.56207E+12
f9c14f1b,10,full,medium,FALSE,FALSE,371439,31356,49,0,1.56207E+12
f4f14f89,10,full,medium,FALSE,FALSE,44712,56650,17,0,1.56207E+12
ded14ffd,10,pruned,medium,TRUE,TRUE,147921,49456,10,3,1.56207E+12
9ab1515f,10,full,hard,FALSE,FALSE,278926,35761,47,0,1.56207E+12
3ce149c2,10,full,easy,FALSE,FALSE,57248,38871,2,0,1.56207E+12
7ca15050,10,full,easy,FALSE,FALSE,366692,7363,25,0,1.56207E+12
aee1533a,10,pruned,easy,FALSE,FALSE,33456,35929,3,0,1.56207E+12
7bd154b6,10,pruned,medium,FALSE,FALSE,98760,25264,12,0,1.56207E+12
8ec154b4,10,full,hard,TRUE,FALSE,92428,52943,2,7,1.56207E+12
83f15600,10,pruned,easy,FALSE,FALSE,38197,18095,11,0,1.56207E+12
26e154ac,10,full,hard,TRUE,TRUE,362673,34423,71,5,1.56207E+12
2aa15594,10,pruned,medium,TRUE,TRUE,188269,24862,35,3,1.56207E+12
c6a15708,10,pruned,easy,FALSE,FALSE,370015,31677,41,0,1.56207E+12
d1e15779,10,pruned,easy,TRUE,TRUE,218844,35606,34,3,1.56207E+12
ceb154c1,10,pruned,hard,TRUE,TRUE,343884,30342,53,4,1.56207E+12
68e158de,6,full,easy,FALSE,FALSE,416330,63658,52,0,1.56207E+12
5de15d4b,10,pruned,easy,FALSE,FALSE,41507,20123,2,0,1.56207E+12
22c15f64,10,pruned,medium,TRUE,TRUE,115216,53204,17,3,1.56208E+12
afc166b1,10,full,easy,TRUE,FALSE,66004,20611,6,3,1.56208E+12
f9e165cd,10,full,hard,TRUE,FALSE,275333,92382,35,6,1.56208E+12
7fa1672d,6,pruned,easy,TRUE,TRUE,573667,53498,43,3,1.56208E+12
65d16666,10,full,easy,TRUE,TRUE,478358,179467,10,14,1.56208E+12
45c16f91,6,pruned,easy,TRUE,TRUE,111436,14842,26,3,1.56208E+12
9de17b3b,10,full,medium,FALSE,FALSE,537047,10242,134,0,1.56208E+12
a7b181fa,6,pruned,easy,FALSE,FALSE,319774,48504,27,0,1.56208E+12
67b1a7f0,6,full,easy,TRUE,TRUE,90415,21025,15,4,1.56209E+12
94a1a7e0,10,pruned,hard,TRUE,TRUE,89641,21139,18,4,1.56209E+12
38a1a872,10,full,medium,FALSE,FALSE,70328,14256,26,0,1.56209E+12
a2e1a84e,10,pruned,medium,TRUE,TRUE,206519,28020,21,3,1.56209E+12
16c1a872,10,pruned,easy,TRUE,TRUE,146326,46981,8,6,1.56209E+12
2dc1a9c9,10,pruned,hard,FALSE,FALSE,34985,22201,3,0,1.56209E+12
19a1a95d,10,pruned,hard,TRUE,TRUE,173740,82461,22,8,1.56209E+12
58e1a94c,10,pruned,easy,TRUE,TRUE,109762,34524,12,3,1.56209E+12
95a1aa19,10,full,hard,FALSE,FALSE,124633,39565,2,0,1.56209E+12
1fd1a960,6,pruned,easy,FALSE,FALSE,222577,107151,37,0,1.56209E+12
2ce1ab22,10,pruned,easy,TRUE,TRUE,56287,22836,16,3,1.56209E+12
38c1ac46,10,pruned,easy,TRUE,TRUE,193182,21922,15,3,1.5621E+12
f9d1ac6a,10,pruned,medium,FALSE,FALSE,278848,118374,29,0,1.5621E+12
55e1abb3,10,full,easy,TRUE,TRUE,495543,23333,79,4,1.5621E+12
32a1ae42,10,full,medium,FALSE,FALSE,58362,16016,4,0,1.5621E+12
36c1af0c,10,full,medium,FALSE,FALSE,145992,50838,20,0,1.5621E+12
f6c1aeee,10,full,medium,TRUE,FALSE,149969,41775,25,4,1.5621E+12
e9e1b017,6,pruned,easy,TRUE,TRUE,78933,45471,25,6,1.5621E+12
72c1b0e6,10,full,hard,TRUE,TRUE,394345,50178,74,5,1.5621E+12
22c1b18a,10,pruned,hard,TRUE,TRUE,183950,60263,10,4,1.5621E+12
c4b1b32d,10,full,hard,FALSE,FALSE,33064,32212,6,0,1.5621E+12
79c1b235,10,pruned,easy,TRUE,FALSE,147078,48732,12,3,1.5621E+12
dba1b189,10,full,medium,FALSE,FALSE,564726,87743,131,0,1.5621E+12
59e1b4a9,10,full,easy,FALSE,FALSE,588042,10789,82,0,1.5621E+12
b3b1b79a,10,pruned,hard,FALSE,FALSE,73662,50310,10,0,1.5621E+12
e0b1b70d,10,full,medium,FALSE,FALSE,119554,117873,8,0,1.5621E+12
92e1b770,10,pruned,hard,TRUE,FALSE,93094,100426,2,7,1.5621E+12
5fa1b8b9,10,full,easy,FALSE,FALSE,97262,14711,8,0,1.5621E+12
33c1b7cd,10,pruned,medium,TRUE,TRUE,481557,18851,54,3,1.5621E+12
68a1b7d8,10,full,hard,FALSE,FALSE,602698,16744,47,0,1.5621E+12
3fa1bb85,10,pruned,hard,TRUE,TRUE,180851,43716,16,4,1.5621E+12
98e1bc02,10,pruned,medium,FALSE,FALSE,69580,16126,14,0,1.5621E+12
63a1bb31,10,pruned,hard,TRUE,FALSE,124545,116436,1,0,1.5621E+12
68e1bb60,10,pruned,easy,FALSE,FALSE,99422,29377,9,0,1.5621E+12
8eb1ba3b,10,pruned,easy,FALSE,FALSE,287380,38563,42,0,1.5621E+12
f0c1bd6a,6,pruned,easy,TRUE,TRUE,49434,25345,2,4,1.5621E+12
21f1bc74,6,pruned,easy,TRUE,TRUE,283103,27388,27,3,1.5621E+12
20e1bd34,10,full,hard,TRUE,TRUE,127103,84595,20,18,1.5621E+12
ecc1bf78,10,full,medium,TRUE,FALSE,80661,103169,16,4,1.5621E+12
a2d1c30b,10,full,easy,FALSE,FALSE,239738,57982,19,0,1.5621E+12
6ad1c45d,10,full,easy,FALSE,FALSE,223045,29064,28,0,1.5621E+12
fda1c679,10,full,medium,FALSE,FALSE,104585,22174,27,0,1.5621E+12
48f1c6a9,10,pruned,easy,TRUE,TRUE,169080,26749,11,3,1.5621E+12
f4f1c2a3,10,full,medium,FALSE,FALSE,587525,119891,15,0,1.5621E+12
faa1cbda,10,full,hard,TRUE,FALSE,23947,34640,1,4,1.5621E+12
c7b1e912,10,full,medium,FALSE,FALSE,54746,36055,19,0,1.56211E+12
7fa28d81,10,full,hard,TRUE,TRUE,32287,45645,1,5,1.56215E+12
fec28d64,10,full,hard,FALSE,FALSE,137671,14328,14,0,1.56215E+12
bda28d31,10,pruned,medium,TRUE,TRUE,193270,49430,47,3,1.56215E+12
e7c28d87,6,full,easy,FALSE,FALSE,383246,23360,36,0,1.56215E+12
54c28d9c,10,full,medium,FALSE,FALSE,197500,75447,3,0,1.56215E+12
edd28ea2,10,full,easy,FALSE,FALSE,86482,25695,4,0,1.56215E+12
8ca28d2c,10,full,hard,TRUE,TRUE,276859,58594,28,5,1.56215E+12
bdb28da4,6,full,easy,FALSE,FALSE,530803,71070,83,0,1.56215E+12
fee29090,10,full,easy,FALSE,FALSE,344068,45672,55,0,1.56215E+12
bcf290e5,10,pruned,medium,FALSE,FALSE,298786,22863,30,0,1.56215E+12
21d292ce,10,full,medium,FALSE,FALSE,190133,55539,64,0,1.56215E+12
d6a29462,10,full,easy,FALSE,FALSE,137596,35806,12,0,1.56215E+12
f5f2942a,6,pruned,easy,TRUE,FALSE,119178,23131,6,2,1.56215E+12
62e2950a,6,pruned,easy,TRUE,TRUE,165680,69205,26,5,1.56215E+12
abd29616,10,pruned,medium,TRUE,TRUE,112919,20362,10,3,1.56216E+12
cfc29495,10,full,hard,FALSE,FALSE,587408,99444,46,0,1.56216E+12
bae297ee,10,full,easy,FALSE,FALSE,238720,37815,10,0,1.56216E+12
9ce294ac,10,pruned,easy,FALSE,FALSE,533304,96213,59,0,1.56216E+12
65b29750,6,full,easy,TRUE,TRUE,303789,25770,61,4,1.56216E+12
f4a298dc,10,pruned,medium,FALSE,FALSE,508819,30834,31,0,1.56216E+12
f0f29bcd,10,pruned,medium,FALSE,FALSE,212705,49576,42,0,1.56216E+12
86f29ab1,10,full,hard,TRUE,TRUE,278823,112954,17,5,1.56216E+12
e0d29b7b,10,full,hard,FALSE,FALSE,435943,67701,44,0,1.56216E+12
c1f29bae,6,pruned,easy,TRUE,TRUE,409195,29711,44,3,1.56216E+12
6df29cec,10,pruned,easy,TRUE,TRUE,268686,46394,22,3,1.56216E+12
40a29d8c,10,pruned,easy,TRUE,TRUE,243128,26922,36,3,1.56216E+12
83e29fb7,10,pruned,easy,TRUE,TRUE,39682,20362,8,3,1.56216E+12
78f29cf9,10,pruned,hard,TRUE,TRUE,533661,43987,60,4,1.56216E+12
69a2a02d,10,pruned,medium,TRUE,FALSE,207718,95277,7,4,1.56216E+12
d8d2a375,10,full,medium,FALSE,FALSE,51284,18485,2,0,1.56216E+12
b2e29cb8,10,pruned,hard,FALSE,FALSE,63936,20449,276,0,1.56216E+12
3de2a23d,10,full,hard,TRUE,TRUE,254877,56950,26,5,1.56216E+12
eeb2a417,10,full,hard,TRUE,FALSE,28929,43413,4,5,1.56216E+12
b0e2a596,6,pruned,easy,FALSE,FALSE,42149,20854,2,0,1.56216E+12
d4a2a5ec,6,full,easy,TRUE,TRUE,341134,21817,50,4,1.56216E+12
61c2aa1b,10,full,medium,FALSE,FALSE,53761,47519,8,0,1.56216E+12
dde2a9c5,10,full,medium,TRUE,TRUE,241801,133717,31,14,1.56216E+12
abe2aaa5,10,pruned,medium,FALSE,FALSE,272435,57235,31,0,1.56216E+12
99c2ad3d,10,full,medium,FALSE,FALSE,10727,15468,1,0,1.56216E+12
b7b2b0b4,10,pruned,medium,TRUE,FALSE,49686,5702,2,0,1.56216E+12
50c2b014,6,full,easy,TRUE,TRUE,114832,52093,10,4,1.56216E+12
4eb2afd3,10,full,easy,FALSE,FALSE,261610,66720,6,0,1.56216E+12
b0f2b4eb,10,full,hard,FALSE,FALSE,284990,31675,30,0,1.56216E+12
83b2c2e2,10,pruned,easy,TRUE,TRUE,277453,30765,28,3,1.56217E+12
fcb2e96f,10,full,easy,TRUE,FALSE,51115,18867,19,2,1.56218E+12
31b2e974,10,full,easy,FALSE,FALSE,168914,25237,33,0,1.56218E+12
91d2e9c4,10,pruned,easy,FALSE,FALSE,169092,12252,10,0,1.56218E+12
32e2e940,10,pruned,medium,TRUE,TRUE,184865,41729,19,4,1.56218E+12
7cc2e9d2,6,full,easy,TRUE,TRUE,125667,41980,8,4,1.56218E+12
f3d2ea28,10,full,hard,FALSE,FALSE,63024,29506,1,0,1.56218E+12
50d2ea0b,10,full,easy,FALSE,FALSE,239798,4647,20,0,1.56218E+12
eef2e93f,10,full,medium,FALSE,FALSE,528088,37650,85,0,1.56218E+12
47a2e933,10,pruned,hard,TRUE,FALSE,221121,94833,4,6,1.56218E+12
e4a2eb1e,10,full,easy,TRUE,TRUE,170462,56380,25,4,1.56218E+12
3ff2e93a,6,full,easy,TRUE,TRUE,376701,48129,17,4,1.56218E+12
10d2eb59,10,pruned,medium,FALSE,FALSE,238055,9997,14,0,1.56218E+12
2ed2eb11,10,pruned,easy,TRUE,TRUE,135988,20965,16,3,1.56218E+12
38e2e9be,6,pruned,easy,FALSE,FALSE,239806,73491,17,0,1.56218E+12
78d2eb57,6,full,easy,FALSE,FALSE,109327,20171,14,0,1.56218E+12
8cd2e9f3,6,full,easy,FALSE,FALSE,554194,77856,58,0,1.56218E+12
a6d2eaff,10,full,hard,FALSE,FALSE,306083,61872,37,0,1.56218E+12
a3a2ec55,10,full,easy,TRUE,TRUE,147111,27217,32,4,1.56218E+12
f2a2ed5c,10,full,easy,FALSE,FALSE,18144,26457,2,0,1.56218E+12
8bd2ed48,10,full,hard,FALSE,FALSE,97882,57422,2,0,1.56218E+12
c0e2ec1e,10,pruned,hard,TRUE,TRUE,148083,24942,11,4,1.56218E+12
b7d2ed28,6,pruned,easy,TRUE,TRUE,142078,31782,19,3,1.56218E+12
83a2ebd3,6,full,easy,FALSE,FALSE,548102,23500,87,0,1.56218E+12
faa2ee32,10,full,hard,FALSE,FALSE,64615,31096,10,0,1.56218E+12
ddf2ee42,6,full,easy,FALSE,FALSE,150892,33850,25,0,1.56218E+12
e0e2ee92,10,full,hard,TRUE,TRUE,111208,59265,2,5,1.56218E+12
44c2eb5a,10,full,easy,TRUE,FALSE,596701,173853,102,24,1.56218E+12
a7a2ecf3,10,full,medium,FALSE,FALSE,601422,41822,28,0,1.56218E+12
