,blocking,blocking_blind,board,density,heuristic,userid
299,-3.91592831581,-3.81655537311,10_hard_pruned,-2.17834118016,density,c2cbff2e
300,-3.2536517475,-3.22542913313,10_hard_pruned,-3.55091751112,blocking_blind,cce7504c
301,-2.68890228548,-2.20133295079,10_hard_pruned,-3.35834512726,blocking_blind,cdc514e1
302,-4.12394161227,-3.52648763691,10_hard_pruned,-3.71788756149,blocking_blind,d1cac84b
303,-3.00999204787,-2.40149055037,10_hard_pruned,-2.50572413597,blocking_blind,d9e4f7e5
304,-2.7930946797,-2.5634875635,10_hard_pruned,-3.53083250147,blocking_blind,e2b10de5
305,-2.48440257172,-1.97497527146,10_hard_pruned,-3.59147539981,blocking_blind,e6efec72
306,-1.99785491145,-2.81126981635,10_hard_pruned,-3.54466342891,blocking,edfff93e
307,-2.9561900634,-2.14564050646,10_hard_pruned,-3.78085127817,blocking_blind,efd4fa4a
308,-4.14288841496,-2.83070771042,10_hard_pruned,-3.61737580688,blocking_blind,f3f4f4ae
309,-2.8052992166,-2.70462189434,10_hard_pruned,-3.41514276344,blocking_blind,f4c4f33c
310,-1.96675902462,-1.630936953,10_hard_pruned,-3.48751678745,blocking_blind,fcb764e3
311,-4.14722376171,-4.86214339655,6_easy_full,-3.08468516996,density,12eacae6
312,-1.20659332834,-0.974761490346,6_easy_full,-2.58112618583,blocking_blind,25dfef96
313,-1.49287871127,-1.73177680663,6_easy_full,-2.73549839858,blocking,2aabe76a
314,-3.76129679417,-3.44266234138,6_easy_full,-3.12218711267,density,2bcfe659
315,-3.62209962978,-4.13563365909,6_easy_full,-3.00298131343,density,32b10037
316,-3.14449716979,-2.59314107991,6_easy_full,-3.07655488052,blocking_blind,34cffc40
317,-0.626977080011,-0.580854135454,6_easy_full,-2.49549609619,blocking_blind,38abe966
318,-3.32195291179,-3.6740170274,6_easy_full,-2.32242933901,density,3acff9fa
319,-0.827866464885,-0.785293525092,6_easy_full,-2.3692543647,blocking_blind,3bac0799
320,-2.58250959054,-4.92766635447,6_easy_full,-2.90194902692,blocking,3fcbc0ab
321,-1.7107623279,-3.2774693524,6_easy_full,-2.71937152441,blocking,40a74de0
322,-3.45797546459,-2.93875201338,6_easy_full,-3.02632744515,blocking_blind,4ed755f1
323,-2.50966651661,-4.97207691565,6_easy_full,-2.92159365794,blocking,59d51c4c
324,-0.739526711259,-0.702120601321,6_easy_full,-2.27598757148,blocking_blind,5acfeabc
325,-2.9937248827,-3.6340235919,6_easy_full,-2.97207121553,density,5de11557
326,-2.03964882678,-3.30175880795,6_easy_full,-2.57512041067,blocking,6bca8117
327,-3.12185729637,-4.31130076168,6_easy_full,-2.82533696135,density,86f6e2cb
328,-1.55904985873,-2.30826525345,6_easy_full,-2.75729587357,blocking,8df4f6e8
329,-1.55259029281,-1.47189415201,6_easy_full,-2.42353770341,blocking_blind,9bf4f2c6
330,-2.81162099705,-5.21864445285,6_easy_full,-2.64368862285,density,9defd82d
331,-3.68364279298,-3.38048341056,6_easy_full,-2.79871122395,density,a6bff327
332,-0.679980174322,-0.640579265391,6_easy_full,-2.5553032979,blocking_blind,aedbea55
333,-3.55256852373,-3.90360361798,6_easy_full,-1.48487987921,density,b3e4f78d
334,-0.739526711259,-0.702120601321,6_easy_full,-2.27598757148,blocking_blind,b4abeb7e
335,-2.66060325229,-3.79259318555,6_easy_full,-2.77213889062,blocking,b7eae04f
336,-4.10517365253,-4.05137622533,6_easy_full,-2.64603928673,density,b8a11f60
337,-3.42120973483,-3.53629181598,6_easy_full,-2.82851186471,density,cfd6ff5a
338,-3.72252682179,-5.79209991758,6_easy_full,-2.66203346106,density,d3b525de
339,-2.19074913355,-2.18276810284,6_easy_full,-2.50480987339,blocking_blind,d6b67ee1
340,-3.8968241827,-5.33138582439,6_easy_full,-2.69067755571,density,d6d500ab
341,-2.50171913252,-3.14049877866,6_easy_full,-2.79803288162,blocking,dabbe6bb
342,-3.69695006986,-6.42299360583,6_easy_full,-2.92631404104,density,efa7383d
343,-0.825917147664,-1.02297259215,6_easy_full,-2.44059852882,blocking,f9c123d7
344,-2.19573059782,-2.46186205161,6_easy_full,-2.45653110199,blocking,fda4f169
345,-1.96424173397,-2.05847411367,6_easy_pruned,-2.5055791841,blocking,11dfe866
346,-0.743605701168,-0.707376375414,6_easy_pruned,-2.07897199755,blocking_blind,12ebbfd2
347,-1.70635236579,-2.4374181249,6_easy_pruned,-2.61572921356,blocking,16e512d0
348,-2.11998207634,-4.11242224655,6_easy_pruned,-2.54822656195,blocking,19a105e3
349,-4.215930658,-4.14656281462,6_easy_pruned,-1.77585381842,density,1de715c7
350,-2.28627393649,-2.22923757355,6_easy_pruned,-2.01007761431,density,1fdbc072
351,-3.74490450137,-3.21277972092,6_easy_pruned,-2.52519688241,density,2dca846d
352,-1.46682506842,-1.90172827259,6_easy_pruned,-2.17251231453,blocking,2dfbc35a
353,-2.96491315379,-2.505074432,6_easy_pruned,-2.25444382782,density,33b693e2
354,-0.977890567466,-2.86102169955,6_easy_pruned,-2.3688947263,blocking,33ebe68d
355,-3.29686079359,-3.25840534368,6_easy_pruned,-2.4216996967,density,46dad3ed
356,-1.93891912873,-2.45232034296,6_easy_pruned,-2.82955302859,blocking,48c70a00
357,-2.48594982186,-3.77286048484,6_easy_pruned,-2.65723919948,blocking,4dc50d03
358,-0.680242008782,-0.564875659067,6_easy_pruned,-2.74727091426,blocking_blind,4dfbc07c
359,-3.02967694487,-4.75842024532,6_easy_pruned,-2.65937928782,density,55a709fd
360,-1.39013113034,-1.95842525241,6_easy_pruned,-2.17173990222,blocking,58e72ee8
361,-3.15596023252,-3.20598637749,6_easy_pruned,-2.56494935746,density,62b5140d
362,-3.09247802414,-4.18902724551,6_easy_pruned,-2.6906680588,density,67abc3ab
363,-3.98337668489,-3.77654357841,6_easy_pruned,-2.69008111959,density,67abf219
364,-0.680242008782,-0.564875659067,6_easy_pruned,-2.74727091426,blocking_blind,6aa4f436
365,-2.36388213683,-1.61468354223,6_easy_pruned,-2.72395327307,blocking_blind,6cbbcdf7
366,-2.09096014837,-1.37781389025,6_easy_pruned,-2.68512087247,blocking_blind,6fc70a09
367,-2.59206531699,-2.27019766879,6_easy_pruned,-2.90772820086,blocking_blind,7acbc3e2
368,-1.72584159359,-1.6027475944,6_easy_pruned,-2.63178116402,blocking_blind,7cc119e0
369,-0.973232771416,-0.762524978135,6_easy_pruned,-2.31492253451,blocking_blind,7db4f1d2
370,-1.05814912483,-1.071344699,6_easy_pruned,-2.22302560197,blocking,8ab71c6b
371,-0.85374858447,-0.772145425376,6_easy_pruned,-2.44890581539,blocking_blind,94abbfb2
372,-2.35885626723,-3.61902913308,6_easy_pruned,-2.60587461684,blocking,96afd320
373,-1.70839334173,-1.66566789186,6_easy_pruned,-2.00026616992,blocking_blind,9db10b00
374,-3.47021021772,-3.17800607159,6_easy_pruned,-2.9146555044,density,adfac866
375,-0.308669068696,-0.25976701509,6_easy_pruned,-2.4718052998,blocking_blind,b7e510d3
376,-1.93407153427,-1.88668851895,6_easy_pruned,-2.28050139835,blocking_blind,c0cbeef2
377,-1.69671287069,-3.00759635118,6_easy_pruned,-2.17365105365,blocking,c8afed22
378,-0.729583671826,-0.686320720327,6_easy_pruned,-2.07897199755,blocking_blind,c9c757af
379,-1.73923302219,-3.94941308461,6_easy_pruned,-2.46675981601,blocking,d2d73ea5
380,-2.65969891466,-3.30550287533,6_easy_pruned,-2.71362391394,blocking,dcfbe5af
381,-2.46637313869,-1.2797280878,6_easy_pruned,-2.32408461704,blocking_blind,ddb7456a
382,-3.20945236324,-2.47126490253,6_easy_pruned,-2.77681385207,blocking_blind,dfa705b9
383,-2.40018332316,-3.31068019348,6_easy_pruned,-2.94316005766,blocking,e1b100ae
384,-3.11629526962,-3.59862897564,6_easy_pruned,-2.69337214083,density,edbbcb60
385,-2.25682549741,-2.2841735484,6_easy_pruned,-2.63997550557,blocking,edbbea2c
386,-0.680242008782,-0.564875659067,6_easy_pruned,-2.74727091426,blocking_blind,faafd1c6
387,-5.28746965209,-4.71666545338,10_easy_full,-4.23026518242,density,16ead0a0
388,-5.09528286953,-5.79985576849,10_easy_full,-4.77446400591,density,1de74153
389,-2.24538169025,-2.1021367619,10_easy_full,-3.31418600467,blocking_blind,1eebf908
390,-3.32221947794,-4.00917141346,10_easy_full,-3.61775310538,blocking,20a4fec4
391,-4.24471560305,-3.66095563562,10_easy_full,-3.96185634639,blocking_blind,23b6924e
392,-2.40182829848,-2.19012696416,10_easy_full,-3.82598174208,blocking_blind,26e680e4
393,-0.827655738438,-0.754702021098,10_easy_full,-3.71723842632,blocking_blind,2fe692a5
394,-1.53442880148,-1.32221665696,10_easy_full,-3.87924330677,blocking_blind,31b4fc9e
395,-3.00167941875,-3.91233673145,10_easy_full,-4.19885708339,blocking,37bffc4e
396,-1.67544669855,-1.60846546146,10_easy_full,-3.73234788986,blocking_blind,3ac5170c
397,-3.22821878607,-4.36981363694,10_easy_full,-3.47970502745,blocking,3dfad0f2
398,-3.97388629698,-3.53631739358,10_easy_full,-3.9320948905,blocking_blind,55c68fc5
399,-2.78651579908,-3.10730660998,10_easy_full,-4.15419615407,blocking,56e6f5d2
400,-3.27812397578,-3.21998276675,10_easy_full,-4.0980103456,blocking_blind,58d72aaf
401,-2.33431362447,-3.28689692737,10_easy_full,-3.60094466913,blocking,5cd6bb63
402,-2.16899972439,-3.01460274399,10_easy_full,-3.38559672955,blocking,67f69d24
403,-2.22884253333,-4.28160833314,10_easy_full,-4.17051381207,blocking,6ac7311a
404,-3.3311943064,-3.97371696741,10_easy_full,-3.60843641399,blocking,6cc4f8b6
405,-3.39009045257,-3.40959788976,10_easy_full,-4.18330938351,blocking,6cd50fc7
406,-2.32407150294,-2.30325155116,10_easy_full,-3.7603958405,blocking_blind,6dfbeafe
407,-2.59997913308,-4.07450473773,10_easy_full,-4.392860791,blocking,70bffd4d
408,-3.82839423105,-3.48412046972,10_easy_full,-3.94659203395,blocking_blind,72caeffe
409,-3.02362255468,-2.86329380806,10_easy_full,-3.95465468943,blocking_blind,75bbec9c
410,-5.50864961562,-5.41594241328,10_easy_full,-4.3107370805,density,76c104da
411,-3.38973109319,-4.41948092273,10_easy_full,-4.48701393261,blocking,89cbc391
412,-1.25978678362,-1.19508471981,10_easy_full,-3.32676507382,blocking_blind,8de6a2af
413,-2.81358184719,-4.00595314588,10_easy_full,-4.21985047217,blocking,92a70054
414,-1.42075692298,-1.35360044824,10_easy_full,-3.91959210442,blocking_blind,9ae751bc
415,-3.96026257765,-5.65618609996,10_easy_full,-3.49513123322,density,a2d68973
416,-2.23946033721,-3.92713536439,10_easy_full,-4.09548115037,blocking,abdacc98
417,-2.51568741862,-2.21819241845,10_easy_full,-3.81521214754,blocking_blind,acc6e9d4
418,-4.80691685492,-4.79697232659,10_easy_full,-4.548519247,density,aefbe715
419,-2.59992879499,-3.23379009074,10_easy_full,-4.14298855509,blocking,b4a4f22a
420,-4.2951695752,-3.97777737057,10_easy_full,-3.90819159535,density,b8a4fbaa
421,-3.09648315078,-4.34391783377,10_easy_full,-4.81755805497,blocking,b9bbef4c
422,-3.39550043859,-2.80033911926,10_easy_full,-3.83975492298,blocking_blind,c0dfd341
423,-3.33001354318,-2.83086657273,10_easy_full,-4.07236324522,blocking_blind,c6aad6d0
424,-1.88173971604,-1.65420411781,10_easy_full,-3.75732678812,blocking_blind,c8c4f85a
425,-4.20228653106,-4.31991946076,10_easy_full,-3.80579482386,density,cccfd3ac
426,-2.78073502107,-2.34325302421,10_easy_full,-3.8294570143,blocking_blind,cff10c9a
427,-3.55940136479,-4.2023522301,10_easy_full,-4.4033967289,blocking,d0e6841e
428,-3.98075748853,-3.44352056169,10_easy_full,-3.97519926509,blocking_blind,d4cbca4e
429,-2.41613330009,-3.27184681572,10_easy_full,-3.63633424677,blocking,d6c10e9a
430,-3.34580365905,-3.77472056043,10_easy_full,-3.97400100935,blocking,dacfd3d4
431,-2.06449082341,-1.9905475307,10_easy_full,-3.5388231942,blocking_blind,daf74d3f
432,-2.88363718828,-2.78743507595,10_easy_full,-3.37235022267,blocking_blind,e6abcdb2
433,-2.93595061895,-2.87425052406,10_easy_full,-4.10498820368,blocking_blind,e9bbf006
434,-2.42427452641,-2.91889743126,10_easy_full,-3.79416111029,blocking,f1fbe0de
435,-3.95232106192,-4.07891215378,10_easy_full,-4.24498244386,blocking,f5dac888
436,-3.62453212048,-4.79182081306,10_easy_full,-4.01327838235,blocking,fcf4f6d3
437,-3.73468779107,-3.07574444135,10_easy_full,-3.94557690014,blocking_blind,fedbec09
438,-0.700299374277,-0.625385282304,10_easy_pruned,-3.79351209231,blocking_blind,29bff31a
439,-4.99569829582,-5.38628999854,10_easy_pruned,-4.1726749855,density,2fd101b0
440,-1.88851221433,-1.32392507483,10_easy_pruned,-3.9490275146,blocking_blind,39afd1eb
441,-3.77901818541,-3.91056144427,10_easy_pruned,-4.00432610301,blocking,3ab7160d
442,-3.9969625261,-3.9102763532,10_easy_pruned,-2.36948736626,density,3ebbc051
443,-3.57323544401,-3.35640399304,10_easy_pruned,-4.0819232103,blocking_blind,43dbc360
444,-3.47074323749,-4.64473801923,10_easy_pruned,-4.69592454926,blocking,44b696ef
445,-3.72487664926,-3.46351018273,10_easy_pruned,-3.47555163632,blocking_blind,46c12352
446,-3.28054590724,-4.05746278375,10_easy_pruned,-4.33637009578,blocking,47dbc824
447,-1.36996023453,-1.30674779813,10_easy_pruned,-3.22521321055,blocking_blind,4eb4f441
448,-4.07917036702,-3.89478729111,10_easy_pruned,-3.77705895439,density,4ecfea32
449,-3.28401379767,-2.90569873746,10_easy_pruned,-3.1027256767,blocking_blind,4fb692a0
450,-3.08539366918,-3.07166749141,10_easy_pruned,-3.5350590083,blocking_blind,5aebf3c2
451,-4.30122083248,-3.42366011852,10_easy_pruned,-4.10179567865,blocking_blind,76bfdf0b
452,-3.97169265921,-3.39397085352,10_easy_pruned,-3.80383820254,blocking_blind,89cbfdf9
453,-3.13735313657,-3.97854699743,10_easy_pruned,-4.60819373333,blocking,8defd34b
454,-2.11645810806,-2.10648839373,10_easy_pruned,-3.52389528121,blocking_blind,92f69945
455,-3.01851826466,-2.94003885381,10_easy_pruned,-2.92686367655,density,a2c12212
456,-3.2319037058,-4.53193790309,10_easy_pruned,-3.10539792086,density,a7bfd4fc
457,-1.35521395903,-1.29003801036,10_easy_pruned,-3.36384264666,blocking_blind,acb11b17
458,-1.87621989862,-3.58840176004,10_easy_pruned,-4.31170959182,blocking,b9e10f8b
459,-4.00344054048,-3.64741865419,10_easy_pruned,-3.82708416996,blocking_blind,c3dfd812
460,-2.18784526191,-1.87108488281,10_easy_pruned,-3.85619575382,blocking_blind,c7c6f18d
461,-3.62928349688,-3.16206840404,10_easy_pruned,-3.57278717555,blocking_blind,cdc50047
462,-2.96612659363,-2.94055118534,10_easy_pruned,-3.84775024162,blocking_blind,ceafe698
463,-1.36996023453,-1.30674779813,10_easy_pruned,-3.22521321055,blocking_blind,cec10cc8
464,-4.59206708117,-4.35445397322,10_easy_pruned,-4.13522780807,density,d5aff345
465,-3.1523765947,-3.34195531732,10_easy_pruned,-3.2468541,blocking,e2bbe5e1
466,-2.85992149031,-3.19210186654,10_easy_pruned,-3.76049951985,blocking,eec719ce
467,-2.24789765757,-2.17820363637,10_easy_pruned,-3.19360314629,blocking_blind,f8efd664
468,-2.51632974907,-2.05706604499,10_easy_pruned,-3.43627062432,blocking_blind,fdc4f07b
469,-1.92045030679,-1.7495313943,10_medium_full,-4.16519191509,blocking_blind,18c75602
470,-2.29735960889,-2.18116377611,10_medium_full,-3.30636327899,blocking_blind,1debf4d1
471,-1.86934724999,-1.67156178817,10_medium_full,-4.50439275859,blocking_blind,33bbca9a
472,-2.32768897292,-2.13124745204,10_medium_full,-3.310165965,blocking_blind,34d51755
473,-2.18507463613,-2.01457849597,10_medium_full,-3.77963188078,blocking_blind,36ebe4da
474,-2.59491672228,-2.42980947349,10_medium_full,-4.24994435014,blocking_blind,38cbc1f6
475,-3.70090267814,-4.50311841234,10_medium_full,-3.15707943274,density,39b67ab6
476,-1.97619814145,-1.86000230866,10_medium_full,-3.64283551561,blocking_blind,40f6b779
477,-2.51584860893,-2.56383882342,10_medium_full,-4.18814456103,blocking,48ec02bc
478,-2.39299875135,-2.115213141,10_medium_full,-4.41493294019,blocking_blind,4cb73467
479,-2.59006430841,-2.13813361906,10_medium_full,-4.11662859823,blocking_blind,4cffe209
480,-2.92920058229,-2.46463360356,10_medium_full,-4.36877488369,blocking_blind,4de4f27d
481,-4.12866995794,-4.04147882189,10_medium_full,-3.05504885071,density,4ffbe4e0
482,-1.97619814145,-1.86000230866,10_medium_full,-3.64283551561,blocking_blind,53d72c88
483,-2.71838633207,-2.40471301556,10_medium_full,-4.57360498723,blocking_blind,54d4fd9d
484,-2.70179312213,-2.47942251525,10_medium_full,-4.00125416594,blocking_blind,54f6b927
485,-1.81420374773,-2.45941284772,10_medium_full,-3.65735851162,blocking,72e6961c
486,-3.94479967923,-3.78087948302,10_medium_full,-3.82267980362,blocking_blind,76abf978
487,-2.59697892786,-2.33981724725,10_medium_full,-4.49778582239,blocking_blind,81a10227
488,-4.03965994403,-4.3389002036,10_medium_full,-4.11806863353,blocking,81a6c621
489,-2.24480057269,-1.86539921699,10_medium_full,-4.43812529649,blocking_blind,85e50169
490,-2.43152174938,-2.21204876737,10_medium_full,-5.04992833995,blocking_blind,89fbc220
491,-2.66787537792,-2.22287105685,10_medium_full,-3.72925192368,blocking_blind,93c70cc1
492,-2.26747693786,-2.1420385848,10_medium_full,-4.11742243918,blocking_blind,96abd246
493,-1.86884189721,-1.7380035981,10_medium_full,-3.4124209634,blocking_blind,9ea4fe94
494,-3.24508201797,-3.49354639005,10_medium_full,-3.55626779358,blocking,a0a4f4ea
495,-2.79290290933,-2.89842871265,10_medium_full,-2.26539538844,density,a5e116c5
496,-2.44945176028,-2.90057886801,10_medium_full,-3.83310480008,blocking,a7b511d6
497,-3.15960646376,-3.09283588,10_medium_full,-3.9972427732,blocking_blind,b0d5043d
498,-2.62287824389,-2.29193775353,10_medium_full,-4.43528854852,blocking_blind,b3dbd892
499,-2.23638180407,-2.48976187556,10_medium_full,-3.65387325582,blocking,b9bbc96c
500,-1.82498355543,-1.78376654024,10_medium_full,-3.86257574791,blocking_blind,bca124ea
501,-2.9928669893,-2.84367697887,10_medium_full,-3.1647485111,blocking_blind,bfabcc7d
502,-2.3376515509,-2.00258314826,10_medium_full,-4.32406384075,blocking_blind,c6c100be
503,-2.47675760352,-2.44643644831,10_medium_full,-4.00390745463,blocking_blind,e0a10efa
504,-3.28135607365,-2.95229131801,10_medium_full,-3.9265258569,blocking_blind,e3a4effd
505,-2.12464838817,-1.97724726346,10_medium_full,-3.80329616642,blocking_blind,e5b69f84
506,-2.40576623699,-2.07817369169,10_medium_full,-3.94560889848,blocking_blind,eaaff660
507,-2.29278694486,-2.18249150147,10_medium_full,-4.18505836163,blocking_blind,f8e11654
508,-2.05441631156,-1.97575461759,10_medium_pruned,-4.52755119282,blocking_blind,19b680e2
509,-0.8413161078,-0.776634081756,10_medium_pruned,-5.31438228283,blocking_blind,1feffe13
510,-3.30370140081,-4.19653977809,10_medium_pruned,-5.17257694897,blocking,29e72a67
511,-1.58793153447,-1.53414750397,10_medium_pruned,-5.05635409815,blocking_blind,2bd72f3e
512,-2.65917720831,-2.55051814184,10_medium_pruned,-3.38680864421,blocking_blind,31cfd831
513,-2.47477435101,-2.32220496364,10_medium_pruned,-4.55326774102,blocking_blind,33a74451
514,-3.6352968684,-3.23153264175,10_medium_pruned,-2.60743654302,density,3ed1161d
515,-1.58793153447,-1.53414750397,10_medium_pruned,-5.05635409815,blocking_blind,42f75809
516,-1.67577253128,-1.42264608623,10_medium_pruned,-4.53220811317,blocking_blind,43c516b5
517,-3.07019663895,-3.0283629536,10_medium_pruned,-4.90120208532,blocking_blind,43cad2c3
518,-1.51912921058,-1.46501196828,10_medium_pruned,-4.13781128892,blocking_blind,4fba815c
519,-2.70642036479,-2.17581546238,10_medium_pruned,-5.12693249118,blocking_blind,5efbf191
520,-1.39432836481,-1.3287810702,10_medium_pruned,-4.60705609259,blocking_blind,6db76212
521,-1.33476686317,-1.27602001356,10_medium_pruned,-4.59721747144,blocking_blind,71ebc315
522,-3.16951008978,-2.35330816578,10_medium_pruned,-4.46737763948,blocking_blind,76f6a1e9
523,-2.85955026191,-2.89441073362,10_medium_pruned,-4.55090435982,blocking,93ebead7
524,-1.41134281864,-1.77399270981,10_medium_pruned,-4.54360324997,blocking,94a4f5d4
525,-1.29459749303,-1.23747602872,10_medium_pruned,-4.93209153912,blocking_blind,95e69707
526,-1.54762050191,-1.4993949573,10_medium_pruned,-4.18652864257,blocking_blind,9ba1165f
527,-2.17210239058,-1.81321386919,10_medium_pruned,-4.39139090733,blocking_blind,9da51cdd
528,-2.95246700655,-2.68624822863,10_medium_pruned,-4.32694340445,blocking_blind,9dd11e8e
529,-1.63788864398,-1.59791009212,10_medium_pruned,-4.92248478914,blocking_blind,a9cbcabb
530,-2.72675068301,-2.36543515986,10_medium_pruned,-4.1318518414,blocking_blind,abd12ee2
531,-2.83273500359,-2.30505662591,10_medium_pruned,-4.70486938352,blocking_blind,b0c6f3a8
532,-1.90346246241,-1.8364281926,10_medium_pruned,-3.95915987671,blocking_blind,bdd7483e
533,-2.21352650333,-2.16415288247,10_medium_pruned,-4.84480232349,blocking_blind,cefc077d
534,-2.9297632106,-3.31524771976,10_medium_pruned,-4.49801945708,blocking,d0f687f1
535,-1.54762050191,-1.4993949573,10_medium_pruned,-4.18652864257,blocking_blind,d1bbc1e6
536,-1.58793153447,-1.53414750397,10_medium_pruned,-5.05635409815,blocking_blind,d8aacc7a
537,-1.57843633369,-1.46977726723,10_medium_pruned,-3.54095932404,blocking_blind,d9fa7f02
538,-2.53421849157,-2.42267620488,10_medium_pruned,-4.48955945143,blocking_blind,daa11f50
539,-5.39438835283,-5.3400588196,10_medium_pruned,-4.33542901948,density,e1b6994c
540,-1.79491513562,-1.59612259228,10_medium_pruned,-4.62129509305,blocking_blind,e9b10766
541,-2.3596403064,-1.97342706907,10_medium_pruned,-4.92910745772,blocking_blind,ecefd3a0
542,-1.98162358222,-2.03412247669,10_medium_pruned,-4.60947217113,blocking,eefbf52d
