path,length,count,board
"[[2, 0, 1], [2, 2, 2]]",2,5,6_hard_pruned
"[[1, 4, 1], [4, 4, 2], [2, 2, 1]]",3,2,6_hard_pruned
"[[4, 3, 1], [2, 3, 2]]",2,16,6_hard_pruned
"[[2, 4, 1], [2, 2, 2]]",2,3,6_hard_pruned
"[[1, 0, 1], [0, 2, 2]]",2,2,6_hard_pruned
"[[3, 4, 1], [4, 3, 2], [2, 3, 1]]",3,7,6_hard_pruned
"[[5, 2, 1], [5, 5, 2]]",2,1,6_hard_pruned
"[[2, 2, 1], [4, 2, 2]]",2,1,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [4, 2, 1]]",3,37,6_hard_pruned
"[[1, 4, 1], [2, 3, 2]]",2,1,6_hard_pruned
"[[3, 2, 1], [5, 3, 2]]",2,33,6_hard_pruned
"[[2, 0, 1], [2, 4, 2]]",2,2,6_hard_pruned
"[[2, 3, 1], [4, 4, 2], [2, 2, 1], [2, 0, 2], [2, 4, 1]]",5,6,6_hard_pruned
"[[3, 2, 1], [4, 3, 2], [2, 3, 1], [1, 4, 2]]",4,24,6_hard_pruned
"[[3, 4, 1], [2, 3, 2]]",2,3,6_hard_pruned
"[[1, 0, 1], [5, 3, 2]]",2,2,6_hard_pruned
"[[2, 0, 1], [4, 4, 2], [2, 2, 1]]",3,3,6_hard_pruned
"[[3, 2, 1], [4, 3, 2], [2, 3, 1]]",3,36,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [4, 4, 1]]",3,2,6_hard_pruned
"[[3, 2, 1], [0, 0, 2], [2, 2, 1], [0, 2, 2]]",4,56,6_hard_pruned
"[[2, 3, 1], [3, 2, 2]]",2,10,6_hard_pruned
"[[3, 4, 1], [5, 2, 2]]",2,10,6_hard_pruned
"[[4, 5, 1], [3, 5, 2]]",2,8,6_hard_pruned
"[[2, 3, 1], [5, 3, 2], [5, 2, 1]]",3,10,6_hard_pruned
"[[1, 0, 1], [4, 4, 2]]",2,4,6_hard_pruned
"[[4, 5, 1], [2, 4, 2]]",2,10,6_hard_pruned
"[[1, 4, 1], [2, 4, 2], [4, 2, 1]]",3,7,6_hard_pruned
"[[1, 4, 1], [4, 4, 2]]",2,7,6_hard_pruned
"[[1, 0, 1], [2, 0, 2]]",2,3,6_hard_pruned
"[[4, 3, 1], [4, 2, 2]]",2,12,6_hard_pruned
"[[3, 4, 1], [4, 2, 2]]",2,2,6_hard_pruned
"[[4, 5, 1], [4, 2, 2], [2, 4, 1]]",3,3,6_hard_pruned
"[[4, 2, 1], [5, 2, 2]]",2,4,6_hard_pruned
"[[2, 4, 1], [0, 0, 2], [2, 2, 1]]",3,4,6_hard_pruned
"[[3, 2, 1], [2, 0, 2]]",2,9,6_hard_pruned
"[[4, 2, 1], [3, 5, 2]]",2,10,6_hard_pruned
"[[5, 2, 1], [4, 4, 2]]",2,1,6_hard_pruned
"[[1, 0, 1]]",1,580,6_hard_pruned
"[[1, 4, 1], [0, 0, 2]]",2,8,6_hard_pruned
"[[3, 2, 1], [4, 4, 2]]",2,142,6_hard_pruned
"[[4, 2, 1], [2, 3, 2], [4, 3, 1], [4, 0, 2]]",4,5,6_hard_pruned
"[[4, 3, 1], [4, 4, 2], [2, 2, 1]]",3,10,6_hard_pruned
"[[4, 3, 1], [5, 2, 2]]",2,18,6_hard_pruned
"[[2, 3, 1], [2, 4, 2], [4, 2, 1]]",3,19,6_hard_pruned
"[[4, 5, 1], [4, 3, 2], [2, 3, 1], [3, 4, 2]]",4,1,6_hard_pruned
"[[1, 4, 1], [5, 2, 2]]",2,2,6_hard_pruned
"[[2, 4, 1], [0, 0, 2]]",2,9,6_hard_pruned
"[[3, 2, 1], [2, 3, 2], [4, 3, 1]]",3,15,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [3, 4, 1]]",3,9,6_hard_pruned
"[[3, 2, 1], [5, 5, 2]]",2,19,6_hard_pruned
"[[2, 3, 1], [5, 3, 2]]",2,18,6_hard_pruned
"[[3, 2, 1], [2, 3, 2]]",2,31,6_hard_pruned
"[[2, 4, 1], [3, 2, 2]]",2,6,6_hard_pruned
"[[3, 2, 1], [4, 4, 2], [2, 2, 1]]",3,85,6_hard_pruned
"[[5, 0, 1]]",1,1326,6_hard_pruned
"[[4, 2, 1], [2, 3, 2]]",2,19,6_hard_pruned
"[[1, 0, 1], [4, 4, 2], [2, 2, 1]]",3,2,6_hard_pruned
"[[2, 4, 1], [4, 2, 2]]",2,3,6_hard_pruned
"[[2, 0, 1], [1, 4, 2]]",2,1,6_hard_pruned
"[[3, 4, 1], [0, 0, 2], [2, 2, 1]]",3,9,6_hard_pruned
"[[1, 4, 1], [2, 2, 2], [0, 0, 1]]",3,1,6_hard_pruned
"[[5, 2, 1]]",1,249,6_hard_pruned
"[[1, 4, 1], [4, 2, 2], [2, 4, 1]]",3,10,6_hard_pruned
"[[4, 2, 1], [5, 3, 2]]",2,8,6_hard_pruned
"[[4, 5, 1], [4, 3, 2]]",2,6,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [1, 4, 1]]",3,46,6_hard_pruned
"[[4, 3, 1], [1, 5, 2]]",2,12,6_hard_pruned
"[[1, 4, 1], [2, 4, 2]]",2,12,6_hard_pruned
"[[2, 2, 1], [4, 4, 2]]",2,1,6_hard_pruned
"[[2, 4, 1], [2, 0, 2]]",2,2,6_hard_pruned
"[[5, 0, 1], [5, 3, 2]]",2,13,6_hard_pruned
"[[4, 3, 1], [0, 0, 2]]",2,101,6_hard_pruned
"[[2, 3, 1], [4, 0, 2]]",2,8,6_hard_pruned
"[[1, 4, 1], [5, 3, 2], [5, 2, 1]]",3,1,6_hard_pruned
"[[5, 0, 1], [3, 4, 2]]",2,5,6_hard_pruned
"[[1, 0, 1], [5, 3, 2], [5, 2, 1]]",3,1,6_hard_pruned
"[[4, 3, 1], [0, 0, 2], [2, 2, 1]]",3,59,6_hard_pruned
"[[5, 0, 1], [2, 3, 2]]",2,2,6_hard_pruned
"[[1, 4, 1], [2, 2, 2]]",2,3,6_hard_pruned
"[[2, 2, 1], [3, 4, 2]]",2,1,6_hard_pruned
"[[2, 0, 1], [2, 4, 2], [4, 2, 1]]",3,1,6_hard_pruned
"[[4, 3, 1], [2, 4, 2], [4, 2, 1]]",3,105,6_hard_pruned
"[[2, 3, 1], [5, 2, 2]]",2,18,6_hard_pruned
"[[4, 5, 1], [2, 3, 2], [4, 3, 1]]",3,9,6_hard_pruned
"[[3, 2, 1], [4, 3, 2], [2, 3, 1], [1, 4, 2], [5, 0, 1]]",5,17,6_hard_pruned
"[[2, 2, 1], [3, 5, 2]]",2,3,6_hard_pruned
"[[4, 2, 1], [4, 3, 2]]",2,12,6_hard_pruned
"[[1, 4, 1], [4, 3, 2], [2, 3, 1], [3, 2, 2]]",4,6,6_hard_pruned
"[[3, 4, 1], [2, 4, 2]]",2,9,6_hard_pruned
"[[4, 5, 1]]",1,995,6_hard_pruned
"[[5, 0, 1], [4, 3, 2], [2, 3, 1], [3, 2, 2]]",4,3,6_hard_pruned
"[[1, 4, 1], [3, 4, 2]]",2,5,6_hard_pruned
"[[4, 3, 1], [5, 3, 2]]",2,22,6_hard_pruned
"[[5, 0, 1], [2, 4, 2]]",2,13,6_hard_pruned
"[[3, 2, 1], [0, 0, 2], [2, 2, 1]]",3,80,6_hard_pruned
"[[2, 3, 1], [1, 4, 2]]",2,12,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [5, 3, 1]]",3,3,6_hard_pruned
"[[4, 3, 1], [3, 5, 2]]",2,22,6_hard_pruned
"[[1, 4, 1], [4, 3, 2], [2, 3, 1]]",3,7,6_hard_pruned
"[[2, 2, 1], [4, 0, 2]]",2,1,6_hard_pruned
"[[5, 0, 1], [0, 2, 2]]",2,8,6_hard_pruned
"[[2, 4, 1], [5, 5, 2]]",2,1,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2]]",4,52,6_hard_pruned
"[[2, 2, 1], [5, 5, 2]]",2,1,6_hard_pruned
"[[3, 2, 1], [0, 0, 2], [2, 2, 1], [0, 2, 2], [4, 2, 1]]",5,37,6_hard_pruned
"[[1, 4, 1], [3, 5, 2]]",2,2,6_hard_pruned
"[[1, 0, 1], [4, 3, 2]]",2,1,6_hard_pruned
"[[2, 3, 1], [4, 3, 2]]",2,3,6_hard_pruned
"[[2, 3, 1], [0, 0, 2], [2, 2, 1]]",3,46,6_hard_pruned
"[[3, 4, 1], [0, 2, 2]]",2,1,6_hard_pruned
"[[1, 4, 1], [5, 5, 2]]",2,10,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [4, 3, 1]]",3,14,6_hard_pruned
"[[2, 4, 1], [2, 3, 2], [4, 3, 1]]",3,7,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [0, 0, 1]]",3,3,6_hard_pruned
"[[3, 2, 1], [4, 4, 2], [2, 2, 1], [0, 2, 2]]",4,59,6_hard_pruned
"[[3, 4, 1], [3, 2, 2]]",2,4,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [2, 4, 1]]",3,11,6_hard_pruned
"[[4, 3, 1], [2, 0, 2]]",2,19,6_hard_pruned
"[[3, 2, 1], [4, 5, 2]]",2,2,6_hard_pruned
"[[4, 2, 1], [3, 2, 2]]",2,3,6_hard_pruned
"[[4, 5, 1], [4, 4, 2]]",2,1,6_hard_pruned
"[[2, 3, 1], [1, 0, 2]]",2,3,6_hard_pruned
"[[2, 3, 1], [5, 5, 2]]",2,20,6_hard_pruned
"[[5, 0, 1], [5, 3, 2], [5, 2, 1]]",3,11,6_hard_pruned
"[[3, 2, 1]]",1,7962,6_hard_pruned
"[[4, 5, 1], [2, 4, 2], [4, 2, 1]]",3,6,6_hard_pruned
"[[4, 5, 1], [2, 3, 2]]",2,13,6_hard_pruned
"[[2, 0, 1], [2, 3, 2], [4, 3, 1]]",3,7,6_hard_pruned
"[[4, 5, 1], [0, 0, 2]]",2,22,6_hard_pruned
"[[4, 2, 1], [5, 5, 2]]",2,2,6_hard_pruned
"[[2, 2, 1], [4, 3, 2]]",2,4,6_hard_pruned
"[[1, 0, 1], [2, 3, 2], [4, 3, 1], [3, 2, 2]]",4,3,6_hard_pruned
"[[3, 2, 1], [0, 0, 2]]",2,128,6_hard_pruned
"[[4, 2, 1], [4, 4, 2], [2, 2, 1]]",3,6,6_hard_pruned
"[[1, 4, 1], [4, 2, 2]]",2,14,6_hard_pruned
"[[3, 4, 1], [4, 4, 2]]",2,2,6_hard_pruned
"[[3, 4, 1], [5, 3, 2]]",2,9,6_hard_pruned
"[[3, 2, 1], [5, 2, 2], [5, 3, 1]]",3,16,6_hard_pruned
"[[5, 0, 1], [0, 0, 2], [2, 2, 1]]",3,5,6_hard_pruned
"[[3, 2, 1], [1, 4, 2]]",2,16,6_hard_pruned
"[[4, 2, 1], [0, 0, 2]]",2,16,6_hard_pruned
"[[2, 2, 1], [2, 3, 2]]",2,1,6_hard_pruned
"[[2, 0, 1], [2, 2, 2], [0, 0, 1]]",3,2,6_hard_pruned
"[[4, 3, 1]]",1,8375,6_hard_pruned
"[[2, 3, 1], [2, 4, 2]]",2,41,6_hard_pruned
"[[4, 2, 1], [5, 3, 2], [5, 2, 1]]",3,5,6_hard_pruned
"[[3, 2, 1], [0, 5, 2]]",2,14,6_hard_pruned
"[[1, 4, 1], [4, 2, 2], [2, 4, 1], [3, 4, 2]]",4,7,6_hard_pruned
"[[3, 2, 1], [4, 2, 2]]",2,33,6_hard_pruned
"[[1, 4, 1]]",1,1907,6_hard_pruned
"[[2, 3, 1], [3, 4, 2]]",2,19,6_hard_pruned
"[[2, 2, 1]]",1,7464,6_hard_pruned
"[[4, 3, 1], [4, 0, 2]]",2,5,6_hard_pruned
"[[2, 4, 1], [4, 4, 2]]",2,3,6_hard_pruned
"[[2, 3, 1], [0, 0, 2]]",2,96,6_hard_pruned
"[[2, 4, 1], [0, 0, 2], [2, 2, 1], [2, 3, 2]]",4,2,6_hard_pruned
"[[4, 2, 1], [0, 0, 2], [2, 2, 1]]",3,7,6_hard_pruned
"[[3, 2, 1], [4, 3, 2]]",2,60,6_hard_pruned
"[[3, 4, 1], [4, 0, 2]]",2,4,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [5, 0, 1]]",3,1,6_hard_pruned
"[[3, 4, 1], [5, 3, 2], [5, 2, 1]]",3,6,6_hard_pruned
"[[4, 3, 1], [2, 4, 2]]",2,213,6_hard_pruned
"[[3, 4, 1], [5, 0, 2]]",2,3,6_hard_pruned
"[[5, 0, 1], [0, 0, 2]]",2,10,6_hard_pruned
"[[2, 4, 1], [5, 3, 2]]",2,13,6_hard_pruned
"[[2, 3, 1], [4, 5, 2]]",2,16,6_hard_pruned
"[[4, 3, 1], [2, 4, 2], [4, 2, 1], [4, 0, 2], [4, 4, 1]]",5,36,6_hard_pruned
"[[4, 5, 1], [5, 5, 2]]",2,8,6_hard_pruned
"[[2, 0, 1], [4, 4, 2], [2, 2, 1], [2, 3, 2]]",4,1,6_hard_pruned
"[[2, 4, 1]]",1,2985,6_hard_pruned
"[[5, 0, 1], [4, 3, 2], [2, 3, 1]]",3,4,6_hard_pruned
"[[2, 3, 1], [5, 2, 2], [5, 3, 1]]",3,7,6_hard_pruned
"[[1, 4, 1], [0, 0, 2], [2, 2, 1]]",3,4,6_hard_pruned
"[[1, 0, 1], [2, 3, 2], [4, 3, 1]]",3,4,6_hard_pruned
"[[2, 4, 1], [2, 2, 2], [0, 0, 1]]",3,1,6_hard_pruned
"[[2, 0, 1]]",1,580,6_hard_pruned
"[[2, 4, 1], [3, 5, 2]]",2,2,6_hard_pruned
"[[5, 0, 1], [4, 2, 2]]",2,1,6_hard_pruned
"[[5, 0, 1], [5, 2, 2], [5, 3, 1]]",3,1,6_hard_pruned
"[[2, 4, 1], [5, 0, 2]]",2,7,6_hard_pruned
"[[2, 3, 1]]",1,8040,6_hard_pruned
"[[3, 4, 1], [2, 3, 2], [4, 3, 1]]",3,1,6_hard_pruned
"[[2, 2, 1], [0, 2, 2]]",2,1,6_hard_pruned
"[[2, 3, 1], [3, 5, 2]]",2,17,6_hard_pruned
"[[4, 3, 1], [2, 4, 2], [4, 2, 1], [4, 0, 2]]",4,57,6_hard_pruned
"[[3, 2, 1], [1, 0, 2]]",2,8,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [1, 0, 1]]",3,20,6_hard_pruned
"[[2, 4, 1], [0, 2, 2]]",2,5,6_hard_pruned
"[[4, 2, 1], [2, 3, 2], [4, 3, 1], [4, 0, 2], [4, 4, 1]]",5,3,6_hard_pruned
"[[4, 3, 1], [5, 3, 2], [5, 2, 1]]",3,14,6_hard_pruned
"[[3, 2, 1], [2, 5, 2]]",2,6,6_hard_pruned
"[[5, 0, 1], [4, 4, 2]]",2,6,6_hard_pruned
"[[4, 3, 1], [5, 2, 2], [5, 3, 1]]",3,14,6_hard_pruned
"[[2, 3, 1], [4, 4, 2], [2, 2, 1], [2, 0, 2]]",4,16,6_hard_pruned
"[[4, 3, 1], [3, 4, 2]]",2,14,6_hard_pruned
"[[2, 3, 1], [5, 0, 2]]",2,12,6_hard_pruned
"[[4, 3, 1], [4, 4, 2]]",2,34,6_hard_pruned
"[[3, 2, 1], [1, 5, 2]]",2,18,6_hard_pruned
"[[3, 2, 1], [5, 2, 2]]",2,29,6_hard_pruned
"[[1, 4, 1], [5, 3, 2]]",2,3,6_hard_pruned
"[[1, 4, 1], [1, 5, 2]]",2,1,6_hard_pruned
"[[2, 4, 1], [2, 5, 2]]",2,2,6_hard_pruned
"[[1, 0, 1], [2, 3, 2]]",2,6,6_hard_pruned
"[[3, 2, 1], [5, 3, 2], [5, 2, 1]]",3,13,6_hard_pruned
"[[4, 2, 1], [2, 5, 2]]",2,3,6_hard_pruned
"[[4, 3, 1], [2, 5, 2]]",2,10,6_hard_pruned
"[[5, 0, 1], [2, 4, 2], [4, 2, 1]]",3,9,6_hard_pruned
"[[4, 2, 1], [4, 4, 2], [2, 2, 1], [3, 2, 2]]",4,2,6_hard_pruned
"[[4, 3, 1], [0, 2, 2]]",2,3,6_hard_pruned
"[[4, 3, 1], [4, 5, 2]]",2,18,6_hard_pruned
"[[4, 2, 1], [4, 4, 2]]",2,13,6_hard_pruned
"[[4, 2, 1], [1, 0, 2]]",2,2,6_hard_pruned
"[[2, 4, 1], [2, 3, 2]]",2,11,6_hard_pruned
"[[4, 3, 1], [5, 5, 2]]",2,38,6_hard_pruned
"[[2, 4, 1], [1, 4, 2]]",2,3,6_hard_pruned
"[[3, 2, 1], [3, 4, 2]]",2,6,6_hard_pruned
"[[3, 4, 1]]",1,2073,6_hard_pruned
"[[3, 2, 1], [0, 2, 2]]",2,10,6_hard_pruned
"[[4, 5, 1], [5, 3, 2], [5, 2, 1]]",3,19,6_hard_pruned
"[[4, 3, 1], [4, 2, 2], [2, 4, 1]]",3,6,6_hard_pruned
"[[3, 2, 1], [4, 4, 2], [2, 2, 1], [0, 2, 2], [4, 2, 1]]",5,41,6_hard_pruned
"[[3, 4, 1], [2, 4, 2], [4, 2, 1]]",3,5,6_hard_pruned
"[[2, 2, 1], [1, 0, 2]]",2,1,6_hard_pruned
"[[2, 4, 1], [5, 3, 2], [5, 2, 1]]",3,7,6_hard_pruned
"[[3, 2, 1], [5, 0, 2]]",2,17,6_hard_pruned
"[[2, 2, 1], [1, 5, 2]]",2,2,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [4, 5, 1]]",3,8,6_hard_pruned
"[[2, 3, 1], [1, 5, 2]]",2,10,6_hard_pruned
"[[2, 0, 1], [4, 4, 2]]",2,5,6_hard_pruned
"[[2, 0, 1], [2, 3, 2]]",2,11,6_hard_pruned
"[[1, 0, 1], [2, 4, 2], [4, 2, 1]]",3,5,6_hard_pruned
"[[5, 0, 1], [4, 3, 2]]",2,7,6_hard_pruned
"[[4, 3, 1], [0, 5, 2]]",2,2,6_hard_pruned
"[[2, 2, 1], [0, 5, 2]]",2,1,6_hard_pruned
"[[2, 3, 1], [0, 0, 2], [2, 2, 1], [2, 0, 2], [2, 4, 1]]",5,10,6_hard_pruned
"[[2, 2, 1], [5, 2, 2]]",2,2,6_hard_pruned
"[[2, 3, 1], [0, 5, 2]]",2,11,6_hard_pruned
"[[0, 2, 1], [0, 5, 2]]",2,2565,6_hard_pruned
"[[5, 0, 1], [5, 2, 2]]",2,2,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [2, 2, 1]]",3,67,6_hard_pruned
"[[5, 0, 1], [4, 4, 2], [2, 2, 1]]",3,3,6_hard_pruned
"[[3, 4, 1], [5, 2, 2], [5, 3, 1]]",3,8,6_hard_pruned
"[[2, 4, 1], [1, 0, 2]]",2,1,6_hard_pruned
"[[4, 3, 1], [5, 0, 2]]",2,13,6_hard_pruned
"[[3, 4, 1], [4, 3, 2], [2, 3, 1], [4, 5, 2]]",4,3,6_hard_pruned
"[[5, 2, 1], [4, 3, 2]]",2,1,6_hard_pruned
"[[4, 3, 1], [3, 2, 2]]",2,11,6_hard_pruned
"[[1, 4, 1], [4, 3, 2]]",2,9,6_hard_pruned
"[[2, 4, 1], [5, 2, 2], [5, 3, 1]]",3,4,6_hard_pruned
"[[4, 2, 1], [2, 3, 2], [4, 3, 1]]",3,9,6_hard_pruned
"[[4, 2, 1], [3, 4, 2]]",2,4,6_hard_pruned
"[[5, 0, 1], [1, 0, 2]]",2,1,6_hard_pruned
"[[2, 4, 1], [3, 4, 2]]",2,8,6_hard_pruned
"[[2, 3, 1], [0, 0, 2], [2, 2, 1], [2, 0, 2]]",4,22,6_hard_pruned
"[[3, 2, 1], [4, 2, 2], [2, 4, 1]]",3,16,6_hard_pruned
"[[2, 3, 1], [2, 0, 2]]",2,14,6_hard_pruned
"[[4, 3, 1], [1, 4, 2]]",2,16,6_hard_pruned
"[[5, 0, 1], [5, 5, 2]]",2,1,6_hard_pruned
"[[0, 2, 1], [0, 5, 2], [2, 3, 1]]",3,102,6_hard_pruned
"[[4, 5, 1], [0, 0, 2], [2, 2, 1]]",3,16,6_hard_pruned
"[[4, 2, 1], [0, 0, 2], [2, 2, 1], [3, 2, 2]]",4,4,6_hard_pruned
"[[4, 2, 1], [4, 3, 2], [2, 3, 1]]",3,3,6_hard_pruned
"[[3, 2, 1], [2, 3, 2], [4, 3, 1], [1, 0, 2]]",4,6,6_hard_pruned
"[[2, 3, 1], [0, 2, 2]]",2,6,6_hard_pruned
"[[2, 2, 1], [2, 4, 2]]",2,4,6_hard_pruned
"[[4, 5, 1], [4, 2, 2]]",2,5,6_hard_pruned
"[[4, 2, 1]]",1,4644,6_hard_pruned
"[[4, 2, 1], [2, 0, 2]]",2,1,6_hard_pruned
"[[0, 2, 1]]",1,2570,6_hard_pruned
"[[4, 3, 1], [1, 0, 2]]",2,4,6_hard_pruned
"[[2, 4, 1], [4, 4, 2], [2, 2, 1]]",3,1,6_hard_pruned
