userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
11d4bf94,6_hard_full,6,hard,full,density,5,1600,-2.0861295432370364,-3.94035472518365,-3.89016347800002,-5.222229430885628,-5.073714623506523,-3.6882321704326273,-3.62889859902138
14b4c043,6_hard_full,6,hard,full,interaction,5,1600,-2.717995853611326,-2.6769668312392096,-2.6475999826295644,-2.2473061915660835,-2.3136079523558304,-2.4448502904373317,-2.483158021909325
14c5dc72,6_hard_full,6,hard,full,blocking,5,1600,-2.970942123614946,-2.1954567712450084,-2.114020520004223,-2.0892088932729433,-1.9342006514100254,-2.4451346342571405,-2.3558684923738578
17b4c1ea,6_hard_full,6,hard,full,blocking,5,1600,-2.5422296702232865,-1.826016107116589,-1.6857838117256307,-1.44758106950567,-1.3779543392089628,-2.2066783287995806,-2.1950381152539937
17e120dd,6_hard_full,6,hard,full,interaction,5,1600,-2.834193188911558,-2.4329298616314237,-2.382093773176871,-2.2715437880123273,-2.306675141550004,-3.094508660283736,-3.1003568931513983
18dac9ef,6_hard_full,6,hard,full,density,5,1600,-2.5253232808216426,-3.14131670931301,-2.946781552080686,-2.9703310222651096,-2.6432333029888935,-2.920567007005172,-2.5967806825150057
20bfd7bd,6_hard_full,6,hard,full,non-linear,5,1600,-1.970574644851732,-1.796694734374586,-1.7551154057201284,-2.0162214158366334,-1.9520613185636897,-1.946384349975896,-1.9899662642965432
22dac859,6_hard_full,6,hard,full,blocking,5,1600,-4.150895465905123,-3.9043349626001818,-3.983558680713538,-3.8335294407137437,-3.7977026081700065,-4.035089057601238,-3.908031690393038
24a5e25a,6_hard_full,6,hard,full,blocking_blind,5,1600,-2.6533784975147854,-2.405207485839112,-2.3049342086589726,-2.3975483417360137,-2.313559327972099,-1.5711366871106502,-1.4534546383193712
24b61c03,6_hard_full,6,hard,full,interaction_blind,5,1600,-2.4762452027084825,-2.695824737583964,-2.6844859801159684,-3.2805192358899538,-3.317742130881155,-2.070544806164265,-2.110625668538942
24f4c091,6_hard_full,6,hard,full,blocking,5,1600,-3.3682895491020934,-2.788148825955737,-2.7294592979668537,-2.4639873768239102,-2.345470577594205,-2.493062376471076,-2.382677735614394
25a611ff,6_hard_full,6,hard,full,blocking_blind,5,1600,-2.7850112422383386,-3.1135153092103742,-2.6621867843090286,-2.2629481968534977,-1.8004298891155044,-2.1839266743017083,-1.7091875948139499
25b60fb4,6_hard_full,6,hard,full,density,5,1600,-5.595983358107077,-6.439321907424584,-6.7953321658835835,-7.354639487189716,-7.2384689589467275,-7.100351953070409,-6.982049987248016
25c4c0ab,6_hard_full,6,hard,full,non-linear,5,1600,-2.199764710788887,-1.623518880382868,-1.600266586680091,-2.6290769655544666,-2.483422355139264,-2.2440958959114026,-2.1289612344708044
26dbf6e9,6_hard_full,6,hard,full,blocking,5,1600,-2.5149115993251008,-1.8877954352086552,-1.7293653373083,-1.1964922255570711,-1.1446500251157783,-1.649605722681661,-1.5121620390404904
31e63b91,6_hard_full,6,hard,full,interaction_blind,5,1600,-3.5549285413638545,-3.1520045433088026,-3.186059906140801,-3.2318854541517874,-3.1184698058156277,-2.9118214126099304,-2.9414550388773266
32ebf2e8,6_hard_full,6,hard,full,non-linear,5,1600,-3.093233164669429,-2.230716645858319,-2.164771890319758,-2.708317707813513,-2.6082952647130937,-2.38473785076654,-2.2743494925504786
37f60bbc,6_hard_full,6,hard,full,interaction,5,1600,-2.315007612992603,-2.5745188084776873,-2.532975052829022,-2.3052190658690557,-2.4730737766402417,-2.425239570502255,-2.6195501199953815
37f61258,6_hard_full,6,hard,full,density,5,1600,-3.1800005367738486,-4.367347792843711,-4.317043845499203,-4.228427203641296,-3.9815693714783076,-4.186645557552874,-3.940045456131168
38ebbf94,6_hard_full,6,hard,full,non-linear,5,1600,-2.706747860127902,-2.0128252083440508,-1.901055552431167,-2.809840204319077,-2.5994945734371,-2.321027031263241,-2.077886065246161
3af4bfbb,6_hard_full,6,hard,full,interaction_blind,5,1600,-2.427747827377684,-2.27990093485906,-2.220809055193712,-2.0960608744276654,-2.166201399635481,-2.083348879806977,-2.1607548693625027
3bb613b2,6_hard_full,6,hard,full,blocking,5,1600,-2.907284638701166,-1.8465532644117086,-1.6563404195854126,-1.0671981417131948,-0.9844001839898887,-1.5162407987512825,-1.4352512092819547
3cd60baf,6_hard_full,6,hard,full,blocking,5,1600,-2.5405059153840455,-1.7878884781411009,-1.6145175139692596,-1.0139390615947228,-0.9581079930102748,-1.232167672228677,-1.1773554114578764
3df11bae,6_hard_full,6,hard,full,blocking,5,1600,-3.110551609997253,-2.31675285791865,-2.2265433156856047,-1.9652414673965903,-1.8064484230235858,-2.0643149301671375,-1.928952558807558
3ed61f8d,6_hard_full,6,hard,full,blocking_blind,5,1600,-2.7850112422383386,-3.1135153092103742,-2.6621867843090286,-2.2629481968534977,-1.8004298891155044,-2.1839266743017083,-1.7091875948139499
43c60cd9,6_hard_full,6,hard,full,blocking_blind,5,1600,-2.7666767494124818,-2.327825204440031,-2.2015756584841606,-1.9797851338654735,-1.8779877331854054,-1.759885015187458,-1.6204267907237937
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,1600,-3.504624761713795,-3.0826586617271143,-3.0739682297681457,-2.556673821642606,-2.5995863151898715,-2.316324679880691,-2.3630498491589043
