,AssignmentId,Unnamed: 0,WorkerId,actionsSolution,actionsValidation,actions_solution,actions_validation,board_size,board_type,bonus,condition,solved_correct,time,timeSolution,timeValidation,time_solution,time_validation,timestamp,userid,validated_correct
110,3M1CVSFP61CQ9T5DU4PIM2UMHM3AQG,110,A25R2OI9L2Q1OW,,,17.0,0.0,10,medium,0,full,False,1554490000000.0,,,111118.0,60888.0,,94f5a0a9,False
111,3ZSANO2JCGEXI01YXO0FV3KEWRVFSJ,111,A30KMYNZB3WUYE,,,8.0,3.0,6,easy,0,pruned,True,1554490000000.0,,,115581.0,31323.0,,aad5a289,True
112,3OXV7EAXLFXXFQN86GWATPZPBCN366,112,A1TA2I82B8DJSA,,,47.0,0.0,10,medium,0,full,False,1554490000000.0,,,600524.0,1054836.0,,b9c59db1,False
113,3U0SRXB7CECX5DE2GNJNDYORCGQRN6,113,AGKL1HOKIR138,,,8.0,3.0,10,medium,0,pruned,True,1554490000000.0,,,86683.0,35043.0,,efa5a41b,True
114,3BV8HQ2ZZX8XZBMTFVBKGXDVHMHA6B,114,A14E0Y5HPALKZN,,,2.0,0.0,10,medium,0,pruned,False,1554490000000.0,,,46403.0,42265.0,,d5b5a5bc,False
115,3NPI0JQDAPCAOD370R1AH2U40GVTPO,115,A1JLYIQ4HT4KQC,,,43.0,3.0,10,easy,0,pruned,True,1554490000000.0,,,167745.0,44442.0,,13e5a30f,True
116,3UJ1CZ6IZIW5G389RCN69RT17X75SG,116,A1B9S8DT2CTAW0,,,10.0,3.0,10,easy,0,pruned,True,1554490000000.0,,,210180.0,22815.0,,d0d5a665,True
117,3WEV0KO0ONZ0KGN26I5P73HTKDRSDV,117,A3P1SDBXCNU6C,,,11.0,3.0,10,medium,0,pruned,True,1554490000000.0,,,64230.0,25083.0,,7ee5a934,True
118,3QILPRALQ62RN8Z6HEDNMHTMMO4N8S,118,A1SLJKNSNHOJRN,,,52.0,3.0,10,medium,0,pruned,True,1554490000000.0,,,272694.0,68749.0,,22c5aae4,True
119,38SKSKU7R24UOE8YEN9ZMEJBKPEILY,119,APEE4S9XXSMGC,,,2.0,0.0,10,easy,0,full,False,1554490000000.0,,,170649.0,62360.0,,a2d5b09b,False
120,3HVVDCPGTFZ4XRV8REXTUTNG4LFYT4,120,A3MXB3R0R9G9TA,,,7.0,5.0,10,hard,0,full,True,1554500000000.0,,,153970.0,46542.0,,86a5c03e,False
121,38BQUHLA9X7OQI1MCUNJ6OUMW7JMON,121,A1LXW53Z5S9XG,,,2.0,0.0,10,medium,0,pruned,False,1554570000000.0,,,64789.0,35636.0,,d1a6dc33,False
122,37C0GNLMHGAVXIP5Z52M6YL12TXD67,122,A1DBE2OL84TBKB,,,25.0,0.0,10,easy,0,pruned,False,1554570000000.0,,,123321.0,54206.0,,b5a6dc1f,False
123,3QILPRALQ62RN8Z6HEDNMHTMMSP8N6,123,A1HDD2B9I6D33I,,,6.0,0.0,10,hard,0,full,False,1554570000000.0,,,51801.0,21583.0,,48e6dc30,False
0,3S96KQ6I9NB1ZG0HVIAFH8DFYRDTDV,0,A2A2H30UJQAY48,,,6.0,0.0,10,easy,0,full,False,1559310000000.0,,,44840.0,13825.0,,12e436f0,False
1,33LKR6A5KFR77LK5FPQKG6C69UAT15,1,A2I19TY4P5IAIE,,,6.0,3.0,10,easy,1,pruned,True,1559310000000.0,,,78745.0,40874.0,,11f436f2,True
2,3SBEHTYCWOAEODFXX2YPGML75Y3YIR,2,A3S1TLYMH9WWUG,,,10.0,4.0,10,hard,1,pruned,True,1559310000000.0,,,71088.0,20882.0,,3ea43816,True
3,33LK57MYLUC3NHSYY0UMYV0WKQ9SZ4,3,A1JPWEVV2SPZ7N,,,9.0,8.0,10,hard,0,pruned,True,1559310000000.0,,,38207.0,76315.0,,51b4380a,False
4,3DBQWDE4Y7580QG4JG6KAXJVWSU5NZ,4,AFA77JJROHLHZ,,,12.0,0.0,10,hard,0,full,False,1559310000000.0,,,261158.0,50332.0,,10d437bd,False
5,3LPW2N6LKU9LVG0DGHI6OSBP4ON5UR,5,A2YCMT5BPA0AG9,,,8.0,0.0,10,medium,0,full,False,1559310000000.0,,,54530.0,42312.0,,61d43874,False
6,3O7L7BFSHFWGI8Y6X1MV9JTRRDQEI6,6,A4158R4Y06ZB4,,,8.0,0.0,10,hard,0,full,False,1561980000000.0,,,129266.0,32962.0,,57aedfe7,False
7,3DI28L7YXBL5I228PU1PHKC5ABF1E1,7,A1SX8IVV82M0LW,,,6.0,3.0,10,easy,1,pruned,True,1561980000000.0,,,36311.0,22272.0,,6fcee175,True
8,35GCEFQ6I6VZ307J8LTLQNSKW123Z1,8,A7P3R1AIA4TVV,,,50.0,0.0,6,easy,0,full,False,1561980000000.0,,,514471.0,20830.0,,44eedf0e,False
9,3OLQQLKKNTWCDJICFJ7VLK8R4SFEJI,9,A6G30K3SIWKZ9,,,46.0,4.0,10,hard,0,full,True,1561980000000.0,,,498628.0,39433.0,,2abedf01,False
10,333U7HK6IAM7LD4CJOWBF2Q64GEJDU,10,A2YR99BL9TNW99,,,6.0,0.0,6,easy,0,full,False,1561980000000.0,,,66809.0,33571.0,,b6bee067,False
11,3PZDLQMM0USXAP0QC7V8WFM7H5GC20,11,A1YIB5TROGB6YP,,,24.0,9.0,6,easy,1,full,True,1561980000000.0,,,219005.0,40992.0,,2ecee330,True
12,3B1NLC6UG036J8H1GR23IJFFQ70GP1,12,A3JXSDD5M84XCH,,,1.0,0.0,10,easy,0,pruned,False,1561980000000.0,,,557664.0,14732.0,,43fee258,False
13,3VA45EW49OURUTFXJ84LMW6JEDMO1T,13,A1EN3FW93BSXQQ,,,134.0,3.0,10,easy,1,pruned,True,1561980000000.0,,,544724.0,30051.0,,66eee342,True
14,3M23Y66PO3E1Z78NWVXB1X71JD46S5,14,A3ICFFGBUY4WP9,,,2.0,5.0,10,hard,1,pruned,True,1561980000000.0,,,99743.0,44500.0,,abeedf8b,True
15,3DIP6YHAPDZNT2MTOFA4WUZDOHOE81,15,A11WCFPJSR5VZP,,,22.0,0.0,10,easy,0,full,False,1561980000000.0,,,95092.0,32037.0,,66aee800,False
16,3E13VNJ1NO2HY74ULDRG2ZAX24M1IA,16,A220QDK5FCC1AO,,,17.0,34.0,10,easy,0,full,True,1561980000000.0,,,119148.0,78327.0,,efcee9b9,False
17,3SKRO2GZ72Y842UILGCSFFPAU8B1KL,17,A1EQ1LHEEIQ3UA,,,17.0,3.0,6,easy,1,pruned,True,1561980000000.0,,,195768.0,12725.0,,71beed42,True
18,3URFVVM166PJ2UK2N5PMDWIK9EOZU7,18,ANOMPD7C83M3W,,,4.0,0.0,10,hard,0,full,True,1561980000000.0,,,109722.0,180284.0,,aabeec31,False
19,3C6FJU71TR0JX4AXRJN3ZP9I3KHYUC,19,A2X7705RU1QQYB,,,36.0,0.0,10,easy,0,pruned,False,1561980000000.0,,,247459.0,62241.0,,39eeed89,False
20,3GNCZX450JU59H4YURATMX4CSCSAPO,20,A1G34TESSXG1R8,,,12.0,4.0,6,easy,0,full,True,1561980000000.0,,,161767.0,79302.0,,f4beefc5,False
21,3RWE2M8QWIH95JU3MA08T2N4JBFN0E,21,A2YGOORS5N9RW8,,,33.0,3.0,10,easy,1,pruned,True,1561980000000.0,,,387734.0,30178.0,,83aeef63,True
22,32N49TQG3HPIE11UG3JSSPTUE0TVAU,22,A10O5YR01H865K,,,21.0,3.0,10,easy,1,pruned,True,1561980000000.0,,,134778.0,27768.0,,1feef0c1,True
23,30BXRYBRP54A3D9DCJYGVDZCY4LHW1,23,A16OH8XXYY0AAS,,,33.0,8.0,6,easy,1,full,True,1561980000000.0,,,364700.0,74601.0,,f5def218,True
24,31QNSG6A5S02KN7J17WYQK7W2UL87A,24,A38KDTIP039DLJ,,,16.0,0.0,10,easy,0,full,False,1561980000000.0,,,131538.0,37954.0,,c7eefab1,False
25,31LM9EDVOMZG7PVP8IAEB720IKLJNH,25,AZL871S7SZCNS,,,10.0,0.0,10,easy,0,full,False,1561980000000.0,,,75050.0,33107.0,,b5eefb3b,False
26,3LEIZ60CDK6LI2WZPUUVH0V6WTC9ZO,26,AWY6W20U8H3JA,,,4.0,0.0,10,medium,0,pruned,False,1561980000000.0,,,160235.0,42454.0,,abcefbdf,False
27,31LVTDXBL8H7HDBH4A3806K2N6FLR9,27,A2CEGS0NVDBCPT,,,8.0,3.0,10,easy,0,full,True,1561980000000.0,,,124915.0,75400.0,,fcfefd95,False
28,3KAKFY4PGV9D8AI98H5ZQSPU0PD3IJ,28,AZ79FR04OLJX8,,,3.0,0.0,10,hard,0,full,False,1561990000000.0,,,55355.0,17949.0,,97af0065,False
29,3IXQG4FA2U5P04TJJGESVIO35R2B9Y,29,A38LEVBZ3P5F6T,,,16.0,3.0,6,easy,1,pruned,True,1561990000000.0,,,114646.0,22843.0,,32bf008f,True
30,3VJ40NV2QJUS3DR6LROVS2PE6XOTOK,30,A3141EW4WZT4Q0,,,14.0,8.0,10,medium,1,pruned,True,1561990000000.0,,,84772.0,64174.0,,97aefe1f,True
31,3NJM2BJS4XDT2W1WE56KSSU0SG5CPM,31,A2OV5NPNDK5O4C,,,16.0,0.0,10,medium,0,full,False,1561990000000.0,,,96275.0,39861.0,,98ef1a30,False
32,3ZSANO2JCGEXI01YXO0FV3KECD2FSE,32,A3OVGQIGX8BAB4,,,93.0,0.0,10,easy,0,full,False,1561990000000.0,,,493648.0,33231.0,,feef235a,False
33,34Z02EIMITK70WZNJ6MK21UX9ZZ0T6,33,AKV1P0K20UNF0,,,36.0,0.0,10,hard,0,pruned,False,1562070000000.0,,,134507.0,33074.0,,a0a14678,False
34,39KFRKBFIO2OKZQ0VXBU0JIUM4WYOI,34,A36NAN5390HHJG,,,8.0,4.0,10,hard,1,pruned,True,1562070000000.0,,,114599.0,45800.0,,fab14685,True
35,34MAJL3QP5UJ03JUNS3VWRGCWC2439,35,A1TSVGK6S1J1F6,,,53.0,4.0,6,easy,0,full,True,1562070000000.0,,,311922.0,55204.0,,b5b1466a,False
36,3RXCAC0YISWLDGIKUA0SWXLQ2338GS,36,A115UFR6VA6OM1,,,16.0,4.0,10,easy,1,pruned,True,1562070000000.0,,,167791.0,57030.0,,8ec146c8,True
37,3SEPORI8WO6ZNL64H08VDV7R3HXAZN,37,A20K80GWXI69Z7,,,4.0,0.0,10,medium,0,full,False,1562070000000.0,,,104668.0,71856.0,,50b147cb,False
38,3X4JMASXCNG74A56JKVZ27OB3SZB0R,38,ARHBT4K14I7U,,,32.0,0.0,10,easy,0,full,False,1562070000000.0,,,351858.0,42496.0,,57f14696,False
39,3FPRZHYEPZEIUG297O4I5HGP9WZ3VK,39,AHEEMGVMGEMEQ,,,2.0,4.0,10,hard,1,pruned,True,1562070000000.0,,,82890.0,23604.0,,11a14803,True
40,3SUWZRL0MZK0PO35V0D6CG4NJSY6EN,40,AWDU600NXZ26L,,,33.0,0.0,10,medium,0,full,False,1562070000000.0,,,230844.0,35704.0,,63a146c7,False
41,3W8CV64QJ36ZRHW5J8OOHTS219Y9HH,41,A36K4ELT4YH00L,,,7.0,4.0,6,easy,0,full,True,1562070000000.0,,,177714.0,49875.0,,2ae147be,False
42,3JRJSWSMQIS1S5GNCYF85DS391WE3P,42,A1SQG9MJDO7OPM,,,23.0,3.0,10,easy,1,pruned,True,1562070000000.0,,,145332.0,35805.0,,f3b14830,True
43,3NXNZ5RS1B42YSQT6Z2CQG38N6297F,43,A1EAR8424WFLGO,,,131.0,0.0,10,hard,0,full,False,1562070000000.0,,,36736.0,12581.0,,98e146a8,False
44,3IAEQB9FMFRTRX4BQNFQ4SLF7IQDW2,44,AG9LWKO86TNHG,,,4.0,0.0,10,hard,0,full,False,1562070000000.0,,,133401.0,77466.0,,f5c147ff,False
45,38YMOXR4MV6U6OPWG07CYMBNQW2W6S,45,A1CLS2KOA3TFYT,,,1.0,0.0,10,easy,0,full,False,1562070000000.0,,,2146.0,21166.0,,a1c14b65,False
46,30IQTZXKALDEHD87OGNHR4F3MVN0XP,46,A35K3YVCX1LVPE,,,5.0,0.0,10,medium,0,full,False,1562070000000.0,,,70011.0,73582.0,,74b149ab,False
47,3BV8HQ2ZZX8XZBMTFVBKGXEWYD06AS,47,A2GHME4F11G828,,,6.0,0.0,10,medium,0,pruned,False,1562070000000.0,,,182019.0,65415.0,,8bb14a06,False
48,3AQF3RZ559PSV231QBXCUYPNVTD6F5,48,AK27D3SD6EZX6,,,36.0,0.0,10,hard,0,full,False,1562070000000.0,,,235968.0,176050.0,,45b146b0,False
49,3LPW2N6LKU9LVG0DGHI6OSCQ9LJ5UP,49,A3UPANZEAN3UJQ,,,41.0,3.0,10,medium,0,full,True,1562070000000.0,,,229311.0,45877.0,,5eb14b17,False
50,3R3YRB5GRGAI1MCUBD9NW3SC1ZIAUY,50,A1IEAOCJNSPVRX,,,30.0,0.0,10,hard,0,full,False,1562070000000.0,,,181673.0,46027.0,,32e14a26,False
51,3G5W44VEU8P58HKL3ZXVM2UHX3XGKJ,51,A7204W9E8IR1R,,,8.0,0.0,6,easy,0,pruned,False,1562070000000.0,,,79661.0,16161.0,,dbb14c32,False
52,3M0BCWMB8W30C06RCROK92XF4XEBWT,52,A34HWABNHGW5OX,,,29.0,0.0,10,medium,0,full,False,1562070000000.0,,,515976.0,28059.0,,82e14880,False
53,3NQL1CS15SFJAJZXW9X8VBC2IXTYVK,53,A34BX72ZUITSW3,,,61.0,0.0,10,medium,0,full,False,1562070000000.0,,,516014.0,98110.0,,e0b14a0b,False
54,3UNH76FOCTC0KW5OIHWH8FTPR4HYM3,54,A3388HIWAKD3DV,,,4.0,0.0,10,medium,0,pruned,True,1562070000000.0,,,36553.0,6746.0,,56b1504d,False
55,3HRMW88U17X3N193A9L8GNZ5FS90MD,55,AP4750DK7PU1B,,,49.0,0.0,10,medium,0,full,False,1562070000000.0,,,371439.0,31356.0,,f9c14f1b,False
56,3ERET4BTVNGQT7XDPTRLUL8UTQ39KM,56,A8TFVGAEEN2EC,,,17.0,0.0,10,medium,0,full,False,1562070000000.0,,,44712.0,56650.0,,f4f14f89,False
57,3Z7VU45IPZO3TXT4LHF22UEOZNS1ZR,57,A35PLLN5TFI4KW,,,10.0,3.0,10,medium,1,pruned,True,1562070000000.0,,,147921.0,49456.0,,ded14ffd,True
58,3YMU66OBIOFE6RJDXEUY9AEP5MTGHF,58,A1TH0PTGDSBWMO,,,2.0,0.0,10,easy,0,full,False,1562070000000.0,,,57248.0,38871.0,,3ce149c2,False
59,3TE22NPXPCJ4IZ2YN68E6W8IACY44U,59,A3G16WWK0QUQ80,,,25.0,0.0,10,easy,0,full,False,1562070000000.0,,,366692.0,7363.0,,7ca15050,False
60,3BF51CHDTWHHVN8SJC5VOIR9Y6DH0O,60,ATDLGSQ11C6OF,,,3.0,0.0,10,easy,0,pruned,False,1562070000000.0,,,33456.0,35929.0,,aee1533a,False
61,3LKC68YZ3BAKVUV0GWT6FMXEBX9WOW,61,A3BUDBPUB2XP1Z,,,12.0,0.0,10,medium,0,pruned,False,1562070000000.0,,,98760.0,25264.0,,7bd154b6,False
62,3KXIR214I5NUFLNBJSPQDHBKQZF42D,62,A3JQT0VNB572G1,,,2.0,7.0,10,hard,0,full,True,1562070000000.0,,,92428.0,52943.0,,8ec154b4,False
63,3BV8HQ2ZZX8XZBMTFVBKGXEWYEDA6B,63,A3C0LPVN749UF3,,,11.0,0.0,10,easy,0,pruned,False,1562070000000.0,,,38197.0,18095.0,,83f15600,False
64,37KGEN7NJ4XCWLA0JASQCSU8S5UPP3,64,A3UAAA096DXGSP,,,71.0,5.0,10,hard,1,full,True,1562070000000.0,,,362673.0,34423.0,,26e154ac,True
65,35GCEFQ6I6VZ307J8LTLQNTLX8I3ZZ,65,A2AXL9GK18UGJN,,,35.0,3.0,10,medium,1,pruned,True,1562070000000.0,,,188269.0,24862.0,,2aa15594,True
66,3QAVNHZ3ENBFIWP02ZHM5GWTO9VLAN,66,A1RH3X41J9J05R,,,41.0,0.0,10,easy,0,pruned,False,1562070000000.0,,,370015.0,31677.0,,c6a15708,False
67,3WSELTNVR49319X5B8JDR76AILBAT7,67,A30FBN7J2Y79TX,,,34.0,3.0,10,easy,1,pruned,True,1562070000000.0,,,218844.0,35606.0,,d1e15779,True
68,34MAJL3QP5UJ03JUNS3VWRGCWDF43O,68,A4CHLWPHZIP7Y,,,53.0,4.0,10,hard,1,pruned,True,1562070000000.0,,,343884.0,30342.0,,ceb154c1,True
69,3URFVVM166PJ2UK2N5PMDWJLAL1UZX,69,A3GICG9JOLMFR8,,,52.0,0.0,6,easy,0,full,False,1562070000000.0,,,416330.0,63658.0,,68e158de,False
70,3PJUZCGDJ7N6Y6VCG4UI4GZ3YQ8891,70,A1PR74OHURJNTO,,,2.0,0.0,10,easy,0,pruned,False,1562070000000.0,,,41507.0,20123.0,,5de15d4b,False
71,3DI28L7YXBL5I228PU1PHKD6BIVE1C,71,A1DMTTZDZD77MT,,,17.0,3.0,10,medium,1,pruned,True,1562080000000.0,,,115216.0,53204.0,,22c15f64,True
72,3S06PH7KSSB0QWO8TZQ5B2VLB5H1DR,72,A2ZARG52ZPGMBH,,,6.0,3.0,10,easy,0,full,True,1562080000000.0,,,66004.0,20611.0,,afc166b1,False
73,33FBRBDW6P68W42FSO49660B4BB8CI,73,A3I8HU3ZCHOROC,,,35.0,6.0,10,hard,0,full,True,1562080000000.0,,,275333.0,92382.0,,f9e165cd,False
74,3JZQSN0I3RHUSVS72O6Y6P2CP85FG7,74,A21D5QDKDO65OM,,,10.0,14.0,10,easy,1,full,True,1562080000000.0,,,478358.0,179467.0,,65d16666,True
75,33FBRBDW6P68W42FSO49660B4C78CG,75,A249Y8464RRI4J,,,26.0,3.0,6,easy,1,pruned,True,1562080000000.0,,,111436.0,14842.0,,45c16f91,True
76,3VNXK88KKDP49IRPOX5SWUJB9PB9VB,76,A2BK45LZGGWPLX,,,134.0,0.0,10,medium,0,full,False,1562080000000.0,,,537047.0,10242.0,,9de17b3b,False
77,3YW4XOSQKRSM7YZUFUGUL2Z9X6B1U2,77,A1QLOVE2J07QO5,,,27.0,0.0,6,easy,0,pruned,False,1562080000000.0,,,319774.0,48504.0,,a7b181fa,False
78,3KKG4CDWKJ55F58A4145N4JYW7049K,78,A2DOIZHRZR5HHU,,,15.0,4.0,6,easy,1,full,True,1562090000000.0,,,90415.0,21025.0,,67b1a7f0,True
79,3RUIQRXJBCVWEFG4ZQ6CEUC4INCLLR,79,A1YAHGRFVDZ4X8,,,18.0,4.0,10,hard,1,pruned,True,1562090000000.0,,,89641.0,21139.0,,94a1a7e0,True
80,3KXIR214I5NUFLNBJSPQDHBKQ1R42T,80,A3BNEHTXMZB3VN,,,26.0,0.0,10,medium,0,full,False,1562090000000.0,,,70328.0,14256.0,,38a1a872,False
81,3Z7ISHFUH12L4XDPK2OHH41WDWL8ZB,81,A2M3FPQF852HW4,,,21.0,3.0,10,medium,1,pruned,True,1562090000000.0,,,206519.0,28020.0,,a2e1a84e,True
82,3HUTX6F6VVUYJEXT2C4ZRFHP7SQO2M,82,A2IDZ3JF5XPPLS,,,8.0,6.0,10,easy,1,pruned,True,1562090000000.0,,,146326.0,46981.0,,16c1a872,True
83,3WLEIWSYHPOORXB6YZ9976KOV6D2HD,83,A2OEK75DGI4PW2,,,3.0,0.0,10,hard,0,pruned,False,1562090000000.0,,,34985.0,22201.0,,2dc1a9c9,False
84,3P1L2B7AD2W4K0J1CIM46BGYDSHLO8,84,A1ZN6V0PU8VVAH,,,22.0,8.0,10,hard,1,pruned,True,1562090000000.0,,,173740.0,82461.0,,19a1a95d,True
85,3H7XDTSHKDYW3HE2SDGYADOCKDUGW9,85,A3APMO8WXVH1V0,,,12.0,3.0,10,easy,1,pruned,True,1562090000000.0,,,109762.0,34524.0,,58e1a94c,True
86,34V1S5K3GT8JUSCONPXKK23CSY6697,86,A26VFMS3M1XWSX,,,37.0,0.0,6,easy,0,pruned,False,1562090000000.0,,,222577.0,107151.0,,1fd1a960,False
87,3VA45EW49OURUTFXJ84LMW7KFMCO15,87,A1FH1O46FOKOVA,,,16.0,3.0,10,easy,1,pruned,True,1562090000000.0,,,56287.0,22836.0,,2ce1ab22,True
88,3B837J3LDP3ULQ67OJ09CSZYG9BRS3,88,A2LW2GSGDM72NX,,,15.0,3.0,10,easy,1,pruned,True,1562100000000.0,,,193182.0,21922.0,,38c1ac46,True
89,3X08E93BHWPWC9AQPIU80SCA2XY66W,89,ADAQIHMKC6NVC,,,29.0,0.0,10,medium,0,pruned,False,1562100000000.0,,,278848.0,118374.0,,f9d1ac6a,False
90,3X1FV8S5JYYJOSEX23B2OB5YD4SGVZ,90,A1OZWGFBAFHPX,,,79.0,4.0,10,easy,1,full,True,1562100000000.0,,,495543.0,23333.0,,55e1abb3,True
91,3DPNQGW4LMMIXM6C6U1T3USW66S64B,91,A4LCG4MSNJRUF,,,20.0,0.0,10,medium,0,full,False,1562100000000.0,,,145992.0,50838.0,,36c1af0c,False
92,3K2755HG5TARGBIG0Y5Q04ZFCIODFY,92,A27HGM9SULA4BC,,,25.0,4.0,10,medium,0,full,True,1562100000000.0,,,149969.0,41775.0,,f6c1aeee,False
93,3QBD8R3Z22Q8MSCG6QNNKUENR6MO4I,93,A2HHQU4D5Z8MQ8,,,25.0,6.0,6,easy,1,pruned,True,1562100000000.0,,,78933.0,45471.0,,e9e1b017,True
94,3KKG4CDWKJ55F58A4145N4JYW7094P,94,A2S3SV1LQTKJ8K,,,74.0,5.0,10,hard,1,full,True,1562100000000.0,,,394345.0,50178.0,,72c1b0e6,True
95,3I3WADAZ9RBQIBGGKV6XPMK1R2HO5N,95,AB66CTVQ90RCV,,,10.0,4.0,10,hard,1,pruned,True,1562100000000.0,,,183950.0,60263.0,,22c1b18a,True
96,31LVTDXBL8H7HDBH4A3806L3OF1LRH,96,A17K1CHOI773VZ,,,6.0,0.0,10,hard,0,full,False,1562100000000.0,,,33064.0,32212.0,,c4b1b32d,False
97,3H7Z272LX8EM50V2RIZJVBLONXDLPP,97,A369RF97DE3FAI,,,12.0,3.0,10,easy,0,pruned,True,1562100000000.0,,,147078.0,48732.0,,79c1b235,False
98,3OE22WJIGJVAO2JB0969M37H5KYQUL,98,AVK1TZJ6OT9HY,,,131.0,0.0,10,medium,0,full,False,1562100000000.0,,,564726.0,87743.0,,dba1b189,False
99,3IO1LGZLKA4JGNTEIXR6K6818SO68I,99,A322TINLQJUMOG,,,82.0,0.0,10,easy,0,full,False,1562100000000.0,,,588042.0,10789.0,,59e1b4a9,False
100,33F859I567KIFAB2HS2K8ZNSPCSBHQ,100,A3CF3E5AG7LA05,,,10.0,0.0,10,hard,0,pruned,False,1562100000000.0,,,73662.0,50310.0,,b3b1b79a,False
101,3B3WTRP3DC9VCRTN0NLHUPM0CT492T,101,A2N8FYNKM133KF,,,8.0,0.0,10,medium,0,full,False,1562100000000.0,,,119554.0,117873.0,,e0b1b70d,False
102,30MVJZJNHNKVINRV78R9T68HE4QJ9Q,102,ATGF05HW5Q63J,,,2.0,7.0,10,hard,0,pruned,True,1562100000000.0,,,93094.0,100426.0,,92e1b770,False
103,34V1S5K3GT8JUSCONPXKK23CSYJ96N,103,A1GKU0Q21BSIDX,,,8.0,0.0,10,easy,0,full,False,1562100000000.0,,,97262.0,14711.0,,5fa1b8b9,False
104,3EICBYG6453XGLYYJS10VW9PKPVCJ2,104,A13E5NKCFSG8GO,,,54.0,3.0,10,medium,1,pruned,True,1562100000000.0,,,481557.0,18851.0,,33c1b7cd,True
105,3NXNZ5RS1B42YSQT6Z2CQG38N9Q979,105,A38RNGF4CCP1XI,,,47.0,0.0,10,hard,0,full,False,1562100000000.0,,,602698.0,16744.0,,68a1b7d8,False
106,3PJUZCGDJ7N6Y6VCG4UI4GZ3YTW98W,106,A3D9DWZK2IS3RE,,,16.0,4.0,10,hard,1,pruned,True,1562100000000.0,,,180851.0,43716.0,,3fa1bb85,True
107,3RRCEFRB7NJO3YN72LI1EAEOK73B41,107,AWTGJ45ZWUCHH,,,14.0,0.0,10,medium,0,pruned,False,1562100000000.0,,,69580.0,16126.0,,98e1bc02,False
108,3PXX5PX6LY535N3OBMSSRD0OCIGBAV,108,A3E4TBBYCJYZQD,,,1.0,0.0,10,hard,0,pruned,True,1562100000000.0,,,124545.0,116436.0,,63a1bb31,False
109,3VELCLL3GLQXOG24K5LVZ2Y6NM11FE,109,A22AHPN2HZHFSV,,,9.0,0.0,10,easy,0,pruned,False,1562100000000.0,,,99422.0,29377.0,,68e1bb60,False
110,3P529IW9KZSAEN68DF3EJH7KLR2LFY,110,ACON9O9NMFOHE,,,42.0,0.0,10,easy,0,pruned,False,1562100000000.0,,,287380.0,38563.0,,8eb1ba3b,False
111,3IXQG4FA2U5P04TJJGESVIP46ZHB9X,111,A1WL3NZ50YEOWP,,,2.0,4.0,6,easy,1,pruned,True,1562100000000.0,,,49434.0,25345.0,,f0c1bd6a,True
112,3QRYMNZ7FZOALSRUKCOIDDQAHWETNM,112,A3OUPE9I9IGVB9,,,27.0,3.0,6,easy,1,pruned,True,1562100000000.0,,,283103.0,27388.0,,21f1bc74,True
113,37W3JXSD67FWP8Z2MJ24HDVGPA4WY9,113,AX5YKKRJ8IMN4,,,20.0,18.0,10,hard,1,full,True,1562100000000.0,,,127103.0,84595.0,,20e1bd34,True
114,3DI28L7YXBL5I228PU1PHKD6BKF1EN,114,AN7VKUM6J7KMS,,,16.0,4.0,10,medium,0,full,True,1562100000000.0,,,80661.0,103169.0,,ecc1bf78,False
115,3180JW2OT5JCH0PJ4IESHQ3FS87J5Z,115,A13P6LC1SFXYGS,,,19.0,0.0,10,easy,0,full,False,1562100000000.0,,,239738.0,57982.0,,a2d1c30b,False
116,3L4D84MIL0ZOXT9E5KF16N65XHYJHG,116,A1S9BK4MRNVPL2,,,28.0,0.0,10,easy,0,full,False,1562100000000.0,,,223045.0,29064.0,,6ad1c45d,False
117,37TRT2X24RYE6G6S5S55KC3724TJB0,117,A7QCRGQN5N9H0,,,27.0,0.0,10,medium,0,full,False,1562100000000.0,,,104585.0,22174.0,,fda1c679,False
118,30MVJZJNHNKVINRV78R9T68HE5G9J8,118,AD1ILDUXZHASF,,,11.0,3.0,10,easy,1,pruned,True,1562100000000.0,,,169080.0,26749.0,,48f1c6a9,True
119,3OWEPKL08AJNNUUN79LH8HYSSZW7NX,119,A82VN0BRUIMNO,,,15.0,0.0,10,medium,0,full,False,1562100000000.0,,,587525.0,119891.0,,f4f1c2a3,False
120,30JNVC0ORAR5JGDR0AZA3OIRBDFQH5,120,AYPOAY43REHC8,,,1.0,4.0,10,hard,0,full,True,1562100000000.0,,,23947.0,34640.0,,faa1cbda,False
121,3ATTHHXXWBVPO8PNS6CNX8FZ8S4IX8,121,AN6L87Z4LP6R5,,,19.0,0.0,10,medium,0,full,False,1562110000000.0,,,54746.0,36055.0,,c7b1e912,False
122,3TMSXRD2X77ZZ2OZAUVV3QK6ISF1W6,122,A1IYHQPPOACU83,,,1.0,5.0,10,hard,1,full,True,1562150000000.0,,,32287.0,45645.0,,7fa28d81,True
123,3VJ40NV2QJUS3DR6LROVS2QF796OTP,123,AMYURTQIMAC8T,,,14.0,0.0,10,hard,0,full,False,1562150000000.0,,,137671.0,14328.0,,fec28d64,False
124,34HJIJKLP633CCLD7291FM8VN3N4VC,124,A9JPMRRBFO4NL,,,47.0,3.0,10,medium,1,pruned,True,1562150000000.0,,,193270.0,49430.0,,bda28d31,True
125,3E337GFOLAF6GN5O0CPBEUBLR5TNG0,125,A150XGQ7KWLBWN,,,36.0,0.0,6,easy,0,full,False,1562150000000.0,,,383246.0,23360.0,,e7c28d87,False
